# de Alcobas,# de Baños Completos,# de Niveles ,Administración $,Area Terraza en M2,Año de construcción,Cantidad de Parqueaderos,Estrato,Latitud,Longitud,M2 Area Construida,Piso #,Precio,Predial $,AnoDeExtraccion,MesDeExtraccion
1.0,1.0,1.0,150000.0,0.0,1993.0,1.0,5.0,7.1127327000000005,-73.11186629999997,55.0,4.0,170000000.0,923320.0,2020,5
3.0,2.0,1.0,95000.0,0.0,1999.0,0.0,3.0,7.086849562466846,-73.12509178334608,69.67,4.0,140000000.0,406000.0,2020,5
3.0,2.0,1.0,,0.0,1996.0,0.0,1.0,7.0774582,-73.09447039999998,59.9,2.0,110000000.0,304800.0,2020,5
2.0,1.0,1.0,40000.0,0.0,2015.0,1.0,4.0,7.1303588000000016,-73.11654329999998,53.75,6.0,162000000.0,485780.0,2020,5
2.0,1.0,1.0,87000.0,0.0,2011.0,1.0,3.0,6.9749851,-73.04969299999998,45.14,3.0,90000000.0,264600.0,2020,5
2.0,1.0,1.0,,0.0,2011.0,0.0,2.0,7.1193490000000015,-73.122742,39.8,1.0,80000000.0,97100.0,2020,5
3.0,2.0,1.0,70000.0,0.0,2013.0,0.0,3.0,6.9730402,-73.05541269999998,50.0,3.0,105000000.0,305100.0,2020,5
3.0,2.0,1.0,190000.0,0.0,1994.0,1.0,3.0,7.126545719460558,-73.12275840943914,83.0,2.0,175000000.0,746400.0,2020,5
3.0,1.0,1.0,33000.0,0.0,1983.0,0.0,2.0,7.067289964342384,-73.08298536931153,56.85,1.0,98000000.0,,2020,5
3.0,2.0,1.0,290000.0,0.0,1980.0,1.0,4.0,7.122086791292203,-73.11544865369797,120.0,6.0,290000000.0,,2020,5
3.0,2.0,1.0,361000.0,0.0,1981.0,1.0,4.0,7.0792448000000014,-73.1077472,111.0,1.0,240000000.0,1390000.0,2020,5
4.0,3.0,1.0,109000.0,0.0,1998.0,1.0,4.0,7.1323129000000005,-73.11579039999998,93.1,4.0,185000000.0,896000.0,2020,5
3.0,2.0,1.0,170000.0,0.0,2013.0,1.0,4.0,3.4516467000000004,-76.53198540000002,80.0,13.0,230000000.0,958000.0,2020,5
3.0,2.0,1.0,95000.0,0.0,2011.0,0.0,3.0,6.975153184886209,-73.04931610822679,58.07,3.0,124000000.0,340100.0,2020,5
3.0,2.0,1.0,191000.0,0.0,2013.0,1.0,4.0,7.1358754,-73.12677880000003,80.15,8.0,210000000.0,176000.0,2020,5
3.0,2.0,1.0,153000.0,0.0,2016.0,1.0,3.0,7.133461434833831,-73.12900616190187,69.14,4.0,220000000.0,385000.0,2020,5
3.0,2.0,1.0,180000.0,0.0,2003.0,1.0,3.0,7.0829730909512625,-73.11658366622315,59.0,8.0,175000000.0,454514.0,2020,5
3.0,2.0,1.0,,0.0,1996.0,0.0,3.0,7.095781322980455,-73.11912581732821,72.11,1.0,140000000.0,,2020,5
3.0,2.0,1.0,288000.0,0.0,2009.0,1.0,4.0,7.073210817063724,-73.11002254486084,92.96,15.0,285000000.0,1395800.0,2020,5
3.0,2.0,1.0,260400.0,0.0,2016.0,1.0,4.0,7.130030373824008,-73.10776361144383,83.36,25.0,283000000.0,850000.0,2020,5
2.0,2.0,1.0,201000.0,0.0,2005.0,1.0,5.0,7.125007099999999,-73.11162780000002,56.0,5.0,200000000.0,410000.0,2020,5
3.0,1.0,1.0,88000.0,0.0,1979.0,1.0,3.0,7.068172853263503,-73.0906199651123,63.78,3.0,120000000.0,608800.0,2020,5
1.0,1.0,1.0,131000.0,0.0,2009.0,0.0,4.0,7.122139799999999,-73.12142490000002,33.08,4.0,90000000.0,266000.0,2020,5
3.0,2.0,1.0,90000.0,0.0,2013.0,0.0,3.0,6.975063391207825,-73.05080122511689,52.0,1.0,125000000.0,231700.0,2020,5
2.0,2.0,1.0,,0.0,2020.0,1.0,4.0,7.111411335747608,-73.11465740203856,82.95,20.0,360000000.0,,2020,5
2.0,2.0,1.0,203000.0,0.0,1996.0,1.0,4.0,7.1193490000000015,-73.122742,68.41,3.0,190000000.0,557778.0,2020,5
3.0,2.0,1.0,205000.0,0.0,2015.0,1.0,4.0,7.081614,-73.1175312,78.97,2.0,215000000.0,889000.0,2020,5
2.0,1.0,1.0,44000.0,0.0,2009.0,1.0,4.0,7.1326968,-73.11503569999998,70.34,4.0,185000000.0,697000.0,2020,5
3.0,2.0,1.0,,0.0,1986.0,1.0,4.0,7.08466704651687,-73.10822010040283,73.0,4.0,142000000.0,,2020,5
2.0,2.0,1.0,179000.0,0.0,2012.0,1.0,4.0,7.0413724,-73.83466870000002,67.7,11.0,120000000.0,535000.0,2020,5
2.0,2.0,1.0,180000.0,0.0,2010.0,1.0,4.0,7.1193490000000015,-73.122742,60.68,2.0,165000000.0,506000.0,2020,5
3.0,2.0,1.0,,0.0,2000.0,0.0,4.0,7.134449399999999,-73.1187939,60.3,4.0,155000000.0,413000.0,2020,5
3.0,1.0,1.0,129000.0,0.0,1983.0,1.0,3.0,7.0724002000000015,-73.1103858,60.65,4.0,148000000.0,591400.0,2020,5
3.0,2.0,1.0,116000.0,0.0,2008.0,0.0,3.0,7.1236065473772,-73.12122180422973,60.7,3.0,150000000.0,383200.0,2020,5
3.0,2.0,1.0,130000.0,0.0,1993.0,1.0,3.0,7.095606580122394,-73.12636252698364,85.26,4.0,160000000.0,268000.0,2020,5
2.0,2.0,1.0,70000.0,0.0,2007.0,1.0,4.0,7.112950690925674,-73.10603069751606,90.62,2.0,195000000.0,807000.0,2020,5
3.0,2.0,1.0,265000.0,0.0,1998.0,1.0,4.0,7.104810580867465,-73.12276840209961,94.75,11.0,200000000.0,707000.0,2020,5
3.0,2.0,1.0,187200.0,0.0,1981.0,0.0,4.0,7.071676644738513,-73.10894692785817,90.9,5.0,190000000.0,1014000.0,2020,5
3.0,2.0,1.0,169000.0,0.0,1985.0,1.0,4.0,7.074579699999999,-73.10986070000001,68.48,3.0,155000000.0,950400.0,2020,5
2.0,1.0,1.0,112400.0,0.0,2015.0,1.0,3.0,7.129067888498727,-73.12702506780623,50.0,10.0,130000000.0,270000.0,2020,5
3.0,2.0,1.0,110000.0,0.0,2007.0,1.0,4.0,7.0717681,-73.11467420000002,70.62,10.0,200000000.0,1142800.0,2020,5
3.0,2.0,1.0,235000.0,0.0,2005.0,1.0,6.0,7.115861787114956,-73.11438383635063,83.41,10.0,295000000.0,1320000.0,2020,5
3.0,2.0,1.0,113000.0,0.0,2018.0,1.0,3.0,7.114967019542028,-73.12663499129411,63.0,11.0,200000000.0,558000.0,2020,5
3.0,1.0,1.0,110000.0,0.0,1983.0,0.0,4.0,7.0815758,-73.1028422,64.0,5.0,130000000.0,470800.0,2020,5
2.0,2.0,1.0,182300.0,0.0,2014.0,1.0,4.0,7.1243732840083975,-73.12167939738066,53.51,3.0,135000000.0,,2020,5
3.0,2.0,1.0,135700.0,0.0,2008.0,1.0,3.0,7.085561387028058,-73.0969762802124,61.06,3.0,190000000.0,,2020,5
2.0,1.0,1.0,,0.0,2013.0,0.0,2.0,7.0790314,-73.8516983,40.61,1.0,100000000.0,,2020,5
2.0,1.0,2.0,70000.0,0.0,2016.0,1.0,3.0,7.059321048464715,-73.08643821541261,46.55,4.0,135000000.0,305000.0,2020,5
1.0,1.0,1.0,169000.0,0.0,1979.0,0.0,3.0,7.1193490000000015,-73.122742,29.51,1.0,99000000.0,162882.0,2020,5
2.0,2.0,1.0,125000.0,0.0,2008.0,0.0,3.0,7.083708822615316,-73.11920106410979,56.54,2.0,133000000.0,333000.0,2020,5
3.0,2.0,1.0,,0.0,2012.0,0.0,4.0,7.074253382178253,-73.16853763574571,44.47,3.0,134000000.0,,2020,5
2.0,2.0,1.0,238000.0,0.0,2007.0,2.0,4.0,7.125097867818457,-73.11166984118654,62.0,3.0,220000000.0,845300.0,2020,5
3.0,2.0,1.0,190000.0,0.0,2004.0,1.0,4.0,7.1158978,-73.11358050000003,65.09,1.0,210000000.0,1347000.0,2020,5
3.0,2.0,1.0,308000.0,0.0,2000.0,1.0,4.0,7.110810364331442,-73.11521035905068,95.0,11.0,265000000.0,842000.0,2020,5
3.0,2.0,1.0,154000.0,0.0,2016.0,1.0,3.0,7.107834164227611,-73.13572883605956,65.09,18.0,165000000.0,,2020,5
3.0,2.0,1.0,154000.0,0.0,2016.0,1.0,3.0,7.107971936670157,-73.13576140096895,67.33,12.0,165000000.0,,2020,5
3.0,2.0,2.0,319000.0,0.0,1992.0,1.0,4.0,7.082723903629942,-73.1082722221592,112.96,5.0,260000000.0,1634200.0,2020,5
2.0,1.0,1.0,30000.0,25.08,2013.0,1.0,4.0,7.133407816835373,-73.11647507354122,75.08,5.0,195000000.0,,2020,5
3.0,2.0,1.0,165900.0,0.0,2018.0,1.0,4.0,7.1112712945848475,-73.11840275781977,66.7,14.0,200000000.0,621000.0,2020,5
3.0,2.0,1.0,295000.0,0.0,2015.0,1.0,4.0,7.124580354540727,-73.11584674845125,84.0,10.0,330000000.0,708000.0,2020,5
3.0,2.0,1.0,290000.0,0.0,2006.0,1.0,4.0,7.075459296170138,-73.1101176487057,90.89,5.0,225000000.0,1249400.0,2020,5
2.0,1.0,1.0,30000.0,0.0,2013.0,1.0,4.0,7.133365233666803,-73.1168827693115,43.54,4.0,120000000.0,,2020,5
3.0,2.0,1.0,265000.0,0.0,2011.0,1.0,4.0,7.134577104750725,-73.12572956085205,66.65,9.0,180000000.0,538000.0,2020,5
3.0,1.0,1.0,,0.0,1982.0,1.0,3.0,7.074104437865066,-73.09701919555664,53.2,1.0,105000000.0,273600.0,2020,5
3.0,2.0,1.0,177400.0,0.0,1995.0,1.0,4.0,7.1038475282446365,-73.1270170211792,71.23,6.0,205000000.0,1119000.0,2020,5
4.0,3.0,1.0,337940.0,0.0,1980.0,1.0,5.0,7.116658602035942,-73.11512008309364,127.57,14.0,280000000.0,1669000.0,2020,5
1.0,1.0,1.0,156000.0,0.0,1995.0,0.0,4.0,7.1208809,-73.1191551,31.5,4.0,92000000.0,266000.0,2020,7
1.0,1.0,1.0,156000.0,0.0,1995.0,0.0,4.0,7.1208809,-73.1191551,31.5,4.0,92000000.0,266000.0,2020,7
4.0,3.0,1.0,,0.0,2000.0,1.0,4.0,7.093022711737549,-73.11044317151772,148.0,2.0,450000000.0,856430.0,2020,5
3.0,2.0,1.0,170000.0,0.0,2013.0,1.0,4.0,7.108044430288353,-73.11539232730865,80.41,16.0,228000000.0,960000.0,2020,5
2.0,2.0,1.0,215000.0,0.0,2017.0,1.0,4.0,7.0726136734434775,-73.11679086596081,57.95,18.0,225000000.0,806000.0,2020,5
3.0,3.0,2.0,188000.0,10.35,2011.0,1.0,3.0,7.0851159999999975,-73.10601390000002,68.13,6.0,185000000.0,599800.0,2020,5
3.0,2.0,1.0,190000.0,0.0,2013.0,2.0,4.0,7.108003560971586,-73.11547616509154,80.41,20.0,225000000.0,690000.0,2020,5
2.0,3.0,1.0,182000.0,0.0,1992.0,1.0,4.0,7.103076536190024,-73.1252333521843,63.6,4.0,130000000.0,638000.0,2020,5
4.0,3.0,2.0,430000.0,0.0,2008.0,1.0,4.0,7.103745934104612,-73.11779022216797,171.0,11.0,390000000.0,1352400.0,2020,5
2.0,2.0,1.0,,0.0,2009.0,2.0,4.0,7.0787280244812525,-73.11794601500675,53.06,1.0,130000000.0,138000.0,2020,5
3.0,2.0,1.0,131000.0,0.0,2017.0,1.0,4.0,7.0623505601616285,-73.1608772277832,62.38,5.0,170000000.0,307500.0,2020,5
3.0,2.0,1.0,180000.0,0.0,2011.0,1.0,4.0,7.061610562783692,-73.09958875179291,74.99,8.0,185000000.0,883000.0,2020,5
3.0,2.0,1.0,233900.0,0.0,2007.0,1.0,4.0,7.0718004,-73.1151881,78.0,7.0,215000000.0,1267000.0,2020,5
3.0,2.0,2.0,349000.0,14.0,1993.0,1.0,6.0,7.115139653370247,-73.11275355215011,159.0,5.0,330000000.0,2200000.0,2020,5
4.0,2.0,2.0,465000.0,0.0,1994.0,1.0,5.0,7.105564966027706,-73.10658647571852,135.1,9.0,370000000.0,1874000.0,2020,5
3.0,2.0,1.0,250000.0,32.66,2017.0,1.0,4.0,7.114498999999999,-73.11704639999998,120.0,3.0,332000000.0,954000.0,2020,5
1.0,1.0,1.0,80000.0,0.0,2016.0,0.0,3.0,7.1132901,-73.12046149999998,29.11,5.0,100000000.0,619000.0,2020,5
3.0,2.0,2.0,50000.0,0.0,2007.0,0.0,3.0,7.151960499999999,-73.128716,43.0,4.0,115000000.0,142000.0,2020,5
2.0,2.0,1.0,300000.0,4.0,2012.0,1.0,5.0,7.0698462941759574,-73.11285495758057,86.48,14.0,340000000.0,1344000.0,2020,5
1.0,1.0,1.0,164000.0,0.0,2009.0,1.0,4.0,7.1214147,-73.11838390000001,40.0,11.0,145000000.0,944063.0,2020,6
4.0,2.0,1.0,,0.0,2015.0,1.0,4.0,7.1034935999999975,-73.11457070000002,122.21,2.0,240000000.0,1135000.0,2020,5
2.0,2.0,1.0,147000.0,0.0,2013.0,1.0,4.0,7.0817497808858025,-73.11766147613525,65.0,12.0,158000000.0,136000.0,2020,6
2.0,1.0,1.0,200000.0,0.0,1994.0,1.0,5.0,7.1143878827286215,-73.10835463215379,58.72,3.0,180000000.0,873000.0,2020,6
3.0,1.0,1.0,116000.0,0.0,2011.0,1.0,3.0,7.1193490000000015,-73.122742,55.49,5.0,135000000.0,255000.0,2020,6
2.0,2.0,1.0,180000.0,0.0,2013.0,1.0,4.0,7.1193490000000015,-73.122742,71.21,2.0,180000000.0,612000.0,2020,6
3.0,3.0,1.0,230000.0,0.0,1991.0,0.0,4.0,7.121522550046401,-73.11457475647329,121.7,16.0,230000000.0,789000.0,2020,7
3.0,2.0,1.0,177000.0,0.0,2010.0,1.0,4.0,7.070232213864193,-73.11548679290192,63.66,3.0,169000000.0,919400.0,2020,6
4.0,3.0,1.0,320000.0,0.0,1989.0,1.0,6.0,7.1130919000000015,-73.1346801,107.35,9.0,330000000.0,1510000.0,2020,7
1.0,1.0,1.0,133000.0,0.0,2014.0,1.0,4.0,7.1331137,-73.1176322,44.0,3.0,140000000.0,,2020,6
3.0,2.0,1.0,250000.0,0.0,2008.0,1.0,4.0,7.095552899999999,-73.10331029999998,81.48,3.0,280000000.0,980000.0,2020,7
3.0,2.0,1.0,250000.0,0.0,2008.0,1.0,4.0,7.095552899999999,-73.10331029999998,81.48,3.0,280000000.0,980000.0,2020,7
2.0,2.0,1.0,160000.0,0.0,2016.0,1.0,4.0,7.0637757999999975,-73.0945385,69.68,16.0,219000000.0,940000.0,2020,7
1.0,1.0,1.0,103000.0,0.0,1996.0,0.0,4.0,7.1193490000000015,-73.122742,45.5,3.0,95000000.0,380000.0,2020,7
4.0,3.0,1.0,315000.0,0.0,1990.0,1.0,5.0,7.108095000592388,-73.10496389865875,92.17,2.0,220000000.0,,2020,7
3.0,2.0,1.0,229500.0,0.0,2011.0,1.0,5.0,7.062909550201655,-73.09876263141629,99.0,6.0,250000000.0,1845400.0,2020,6
3.0,1.0,1.0,116000.0,0.0,2011.0,1.0,3.0,7.120775900000001,-73.13464929999998,55.49,5.0,129500000.0,255000.0,2020,7
2.0,2.0,1.0,250000.0,0.0,2009.0,1.0,4.0,7.1249741551339865,-73.11182499128336,53.0,9.0,199000000.0,588000.0,2020,6
3.0,2.0,1.0,252000.0,0.0,2013.0,1.0,4.0,7.1193490000000015,-73.1227416,80.1,5.0,259000000.0,804000.0,2020,7
4.0,3.0,2.0,451700.0,36.0,1994.0,2.0,5.0,7.0671535999999975,-73.1055118,200.2,5.0,420000000.0,3306800.0,2020,7
3.0,2.0,1.0,350000.0,0.0,2019.0,2.0,4.0,7.1103790094164125,-73.11456917099059,145.69,27.0,650000000.0,2958000.0,2020,7
3.0,2.0,1.0,240000.0,0.0,1995.0,1.0,4.0,7.080706374829028,-73.10876190662384,83.52,4.0,210000000.0,1554000.0,2020,7
3.0,,1.0,507000.0,0.0,1995.0,2.0,6.0,7.113940740060874,-73.1075606969757,138.15,7.0,400000000.0,1911000.0,2020,7
3.0,2.0,1.0,319500.0,0.0,2014.0,2.0,5.0,7.060785384455265,-73.11191082000731,99.8,5.0,330000000.0,1469000.0,2020,7
3.0,2.0,1.0,110000.0,0.0,1990.0,1.0,3.0,7.097836761887697,-73.13221781498639,65.0,4.0,150000000.0,444000.0,2020,7
3.0,2.0,1.0,110000.0,0.0,1990.0,1.0,3.0,7.097836761887697,-73.13221781498639,65.0,4.0,150000000.0,444000.0,2020,7
3.0,2.0,1.0,243000.0,0.0,2010.0,1.0,4.0,7.135234089608362,-73.11012369299314,86.03,6.0,340000000.0,1037000.0,2020,7
3.0,2.0,1.0,243000.0,0.0,2010.0,1.0,4.0,7.135234089608362,-73.11012369299314,86.03,6.0,340000000.0,1037000.0,2020,7
3.0,2.0,1.0,222000.0,0.0,2010.0,1.0,4.0,7.062698228073505,-73.0910274758935,73.89,6.0,210000000.0,5605000.0,2020,7
3.0,2.0,1.0,222000.0,0.0,2010.0,1.0,4.0,7.062698228073505,-73.0910274758935,73.89,6.0,210000000.0,5605000.0,2020,7
3.0,2.0,1.0,257000.0,0.0,2017.0,1.0,4.0,7.0758076,-73.1673694,87.48,18.0,310000000.0,959000.0,2020,7
3.0,2.0,1.0,257000.0,0.0,2017.0,1.0,4.0,7.0758076,-73.1673694,87.48,18.0,310000000.0,959000.0,2020,7
1.0,1.0,1.0,85000.0,0.0,2016.0,0.0,4.0,7.1314481,-73.12241800000002,37.09,8.0,108000000.0,324000.0,2020,7
1.0,1.0,1.0,85000.0,0.0,2016.0,0.0,4.0,7.1314481,-73.12241800000002,37.09,8.0,108000000.0,324000.0,2020,7
3.0,2.0,1.0,199000.0,0.0,2005.0,1.0,4.0,7.0995487000000015,-73.10816369999998,74.9,11.0,232000000.0,537388.0,2020,7
3.0,2.0,1.0,364000.0,0.0,2010.0,1.0,4.0,7.1199495909193935,-73.11376400450295,90.49,11.0,350000000.0,1096000.0,2020,7
3.0,2.0,1.0,283000.0,0.0,2015.0,1.0,5.0,7.0620844,-73.10837059999999,85.42,13.0,290000000.0,1198800.0,2020,7
2.0,2.0,1.0,225000.0,0.0,2014.0,1.0,5.0,7.117431928387191,-73.1064061,59.44,9.0,245000000.0,836000.0,2020,7
2.0,2.0,1.0,250000.0,0.0,2014.0,1.0,4.0,7.1193490000000015,-73.122742,94.98,2.0,295000000.0,1677200.0,2020,7
2.0,2.0,1.0,250000.0,0.0,2014.0,1.0,4.0,7.1193490000000015,-73.122742,94.98,2.0,295000000.0,1677200.0,2020,8
3.0,2.0,1.0,267700.0,0.0,2017.0,1.0,4.0,7.1477258999999975,-73.1408613,88.32,2.0,270000000.0,962000.0,2020,7
3.0,2.0,1.0,267700.0,0.0,2017.0,1.0,4.0,7.1477258999999975,-73.1408613,88.32,2.0,270000000.0,962000.0,2020,7
3.0,2.0,1.0,187000.0,0.0,2005.0,1.0,4.0,7.0995487000000015,-73.10816369999998,64.08,6.0,190000000.0,460000.0,2020,7
3.0,2.0,1.0,187000.0,0.0,2005.0,1.0,4.0,7.0995487000000015,-73.10816369999998,64.08,6.0,190000000.0,460000.0,2020,7
3.0,2.0,1.0,233000.0,0.0,1994.0,1.0,4.0,7.115006999790635,-73.11552588989444,114.0,5.0,280000000.0,1345000.0,2020,7
3.0,2.0,1.0,233000.0,0.0,1994.0,1.0,4.0,7.115006999790635,-73.11552588989444,114.0,5.0,280000000.0,1345000.0,2020,7
3.0,2.0,1.0,180000.0,0.0,2012.0,1.0,4.0,7.094156699999999,-73.1021568,82.68,7.0,288000000.0,1052200.0,2020,7
3.0,2.0,1.0,180000.0,0.0,2012.0,1.0,4.0,7.094156699999999,-73.1021568,82.68,7.0,288000000.0,1052200.0,2020,8
2.0,2.0,1.0,160000.0,0.0,2013.0,1.0,4.0,7.063102199999999,-73.0912103,66.88,13.0,210000000.0,499200.0,2020,8
2.0,2.0,1.0,130000.0,0.0,1995.0,0.0,4.0,7.131187330645707,-73.12111081691893,64.48,8.0,150000000.0,,2020,8
3.0,2.0,1.0,185000.0,0.0,2013.0,1.0,4.0,7.094626633869178,-73.10323369206544,72.44,9.0,240000000.0,,2020,8
3.0,1.0,1.0,,0.0,1985.0,0.0,3.0,7.1193490000000015,-73.122742,78.56,2.0,169000000.0,460000.0,2020,7
3.0,1.0,1.0,,0.0,1985.0,0.0,3.0,7.1193490000000015,-73.122742,78.56,2.0,169000000.0,460000.0,2020,8
4.0,3.0,2.0,580000.0,0.0,2008.0,2.0,5.0,7.1172201999999976,-73.1076625,121.0,15.0,495000000.0,1809000.0,2020,7
4.0,3.0,2.0,580000.0,0.0,2008.0,2.0,5.0,7.1172201999999976,-73.1076625,121.0,15.0,495000000.0,1809000.0,2020,8
3.0,2.0,1.0,186400.0,0.0,2015.0,1.0,4.0,7.11375234062876,-73.12153688196355,63.93,6.0,220000000.0,515000.0,2020,7
3.0,2.0,1.0,186400.0,0.0,2015.0,1.0,4.0,7.11375234062876,-73.12153688196355,63.93,6.0,220000000.0,515000.0,2020,8
2.0,2.0,1.0,198000.0,0.0,1990.0,1.0,5.0,7.108106561448669,-73.11295730151367,65.07,2.0,213000000.0,777000.0,2020,7
2.0,2.0,1.0,198000.0,0.0,1990.0,1.0,5.0,7.108106561448669,-73.11295730151367,65.07,2.0,220000000.0,777000.0,2020,8
5.0,5.0,2.0,630800.0,0.0,1998.0,1.0,4.0,7.123020981639856,-73.1151670217514,207.7,9.0,460000000.0,1485000.0,2020,7
5.0,5.0,2.0,630800.0,0.0,1998.0,1.0,4.0,7.123020981639856,-73.1151670217514,207.7,9.0,460000000.0,1485000.0,2020,8
4.0,3.0,1.0,194000.0,0.0,1983.0,1.0,5.0,7.1096067839535975,-73.1139600276947,126.81,1.0,280000000.0,1900000.0,2020,8
4.0,3.0,1.0,325000.0,0.0,1982.0,2.0,4.0,7.125762459229133,-73.11460765886078,274.97,5.0,280000000.0,,2020,7
4.0,3.0,1.0,325000.0,0.0,1982.0,2.0,4.0,7.125762459229133,-73.11460765886078,274.97,5.0,280000000.0,,2020,8
3.0,2.0,1.0,190000.0,0.0,1995.0,1.0,4.0,7.1193490000000015,-73.122742,63.75,4.0,210000000.0,1032100.0,2020,8
2.0,2.0,1.0,253000.0,0.0,2012.0,1.0,4.0,7.126253999999999,-73.11671390000002,68.12,13.0,229000000.0,856740.0,2020,8
3.0,2.0,1.0,250000.0,0.0,1980.0,1.0,4.0,7.123197306527596,-73.11754815280437,92.51,3.0,170000000.0,958000.0,2020,8
3.0,2.0,1.0,330000.0,27.6,1997.0,1.0,6.0,7.1213162999999975,-73.1099021,105.0,6.0,260000000.0,1218000.0,2020,8
3.0,2.0,1.0,229000.0,0.0,2015.0,1.0,4.0,7.0641286785164885,-73.08618307113646,78.48,13.0,230000000.0,,2020,8
3.0,2.0,1.0,100000.0,0.0,2017.0,1.0,3.0,7.1405739,-73.12411490000002,60.3,5.0,99000000.0,344300.0,2020,8
3.0,4.0,2.0,60000.0,0.0,1994.0,1.0,4.0,7.123299109167688,-73.11341822147371,96.1,4.0,210000000.0,944000.0,2020,8
3.0,2.0,1.0,186000.0,0.0,2009.0,1.0,3.0,7.071421100000013,-73.09955456931151,68.0,12.0,175000000.0,733000.0,2020,8
1.0,1.0,1.0,130000.0,0.0,2015.0,1.0,4.0,7.1266913,-73.11767959999997,35.23,6.0,160000000.0,366000.0,2020,8
3.0,2.0,1.0,257000.0,0.0,2017.0,1.0,4.0,7.1137541557044734,-73.11684772327881,87.48,7.0,285000000.0,959000.0,2020,8
3.0,2.0,1.0,190000.0,0.0,2018.0,1.0,4.0,7.061280408733404,-73.10549628845214,82.37,13.0,270000000.0,646200.0,2020,8
3.0,2.0,1.0,245000.0,86.0,2014.0,1.0,4.0,7.093791367628758,-73.1022012233734,86.0,5.0,330000000.0,795000.0,2020,8
4.0,3.0,1.0,345000.0,17.5,1993.0,1.0,5.0,7.111070653945933,-73.11431407928467,117.5,1.0,220000000.0,795000.0,2020,8
3.0,2.0,1.0,281000.0,0.0,1993.0,1.0,5.0,7.1107568147318805,-73.1140733,90.0,8.0,290000000.0,1195000.0,2020,8
2.0,2.0,1.0,102000.0,0.0,2014.0,1.0,3.0,7.136834001251677,-73.12216758728026,63.15,3.0,180000000.0,412000.0,2020,8
3.0,3.0,2.0,,0.0,1993.0,1.0,4.0,7.130591329320711,-73.12134746829224,92.2,1.0,500000000.0,,2020,8
2.0,2.0,1.0,330000.0,0.0,2013.0,1.0,5.0,7.121568300000002,-73.10603540000002,70.0,2.0,260000000.0,1066000.0,2020,8
3.0,3.0,1.0,283000.0,0.0,1998.0,1.0,3.0,7.061280549753091,-73.09093268607927,101.0,5.0,245000000.0,896000.0,2020,8
1.0,1.0,1.0,135000.0,0.0,2020.0,1.0,4.0,7.1345756,-73.12094959999997,34.52,9.0,124000000.0,,2020,8
3.0,2.0,1.0,131200.0,0.0,2008.0,0.0,3.0,7.124752900000082,-73.12136159259032,60.7,3.0,162000000.0,335000.0,2020,8
3.0,2.0,1.0,220000.0,0.0,2012.0,1.0,4.0,7.058030269364601,-73.09348087777099,75.12,11.0,210000000.0,878200.0,2020,8
1.0,1.0,1.0,145000.0,0.0,2012.0,1.0,5.0,7.061331438811284,-73.10633430214565,43.73,1.0,165000000.0,1130000.0,2020,8
3.0,2.0,1.0,,0.0,2019.0,1.0,4.0,7.131611299999999,-73.1264484,63.12,10.0,210000000.0,1037000.0,2020,8
3.0,2.0,1.0,218000.0,0.0,1995.0,1.0,4.0,7.1049199000000005,-73.121742,83.2,6.0,230000000.0,1141000.0,2020,10
3.0,2.0,1.0,306500.0,0.0,2014.0,1.0,5.0,7.060833589884722,-73.1127012767212,99.8,13.0,330000000.0,1686200.0,2020,8
3.0,3.0,1.0,115000.0,0.0,1991.0,1.0,5.0,7.107254850343567,-73.10497464748534,92.31,3.0,205000000.0,1008000.0,2020,8
3.0,2.0,1.0,309000.0,0.0,2008.0,1.0,4.0,7.122368649753902,-73.11601351855793,99.65,3.0,299000000.0,,2020,9
3.0,1.0,2.0,,28.1,1990.0,0.0,3.0,7.1193490000000015,-73.122742,64.0,2.0,120000000.0,339500.0,2020,9
2.0,2.0,1.0,330000.0,0.0,2012.0,1.0,5.0,7.1199844,-73.11354829999998,72.0,11.0,280000000.0,1139000.0,2020,9
4.0,2.0,2.0,242000.0,30.95,1995.0,1.0,4.0,7.1040120960264685,-73.12729597091675,102.97,10.0,320000000.0,1000000.0,2020,9
3.0,1.0,1.0,158100.0,0.0,1983.0,1.0,4.0,7.096633168519842,-73.1084346823627,62.77,4.0,138000000.0,,2020,8
3.0,2.0,1.0,280900.0,0.0,1998.0,1.0,3.0,7.1193490000000015,-73.122742,90.0,9.0,235000000.0,804800.0,2020,9
3.0,2.0,1.0,270000.0,0.0,2017.0,1.0,5.0,7.056686,-73.0823856,86.25,19.0,315000000.0,1068800.0,2020,9
1.0,1.0,1.0,127000.0,0.0,1986.0,0.0,5.0,7.1193490000000015,-73.122742,39.0,1.0,130000000.0,527000.0,2020,9
3.0,2.0,2.0,340000.0,18.9,2012.0,1.0,4.0,7.1298597999999975,-73.1177593,102.37,8.0,270000000.0,930056.0,2020,9
3.0,2.0,1.0,148000.0,0.0,2005.0,1.0,4.0,7.1023405966026125,-73.12435626983644,61.49,2.0,210000000.0,,2020,9
3.0,2.0,1.0,280000.0,11.23,2015.0,1.0,4.0,7.072092861228224,-73.10369253158571,90.34,17.0,310000000.0,1000000.0,2020,9
2.0,1.0,1.0,,0.0,2019.0,1.0,2.0,7.142676199999999,-73.13665350000002,38.62,9.0,115000000.0,,2020,9
4.0,3.0,1.0,,0.0,1989.0,1.0,4.0,7.1193490000000015,-73.122742,191.36,1.0,380000000.0,1214000.0,2020,9
