Administracion,Area,Banos,Barrio,Ciudad,Estrato,ExtractionDate,Habitaciones,Latitud,Longitud,Parqueaderos,Precio,ScreenshotPath,SitioWeb
680000.0,126.0,3.0,Santa María de los Ángeles,Medellín,6.0,2022-09-17,3.0,6.185197830200195,-75.57906341552734,2.0,860000000.0,Images/fincaraiz_7570531.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/santa-maria-de-los-angeles/medellin/7570531
1073000.0,270.0,5.0,El Poblado,Medellín,6.0,2022-09-17,3.0,6.202057361602783,-75.57105255126953,2.0,950000000.0,Images/fincaraiz_7570541.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-poblado/medellin/7570541
,76.0,2.0,la doctora,Sabaneta,3.0,2022-09-17,3.0,6.141673564910889,-75.6140365600586,1.0,315000000.0,Images/fincaraiz_7570555.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/la-doctora/sabaneta/7570555
280000.0,90.0,2.0,Belén,Medellín,5.0,2022-09-17,3.0,6.2183685302734375,-75.60375213623047,1.0,450000000.0,Images/fincaraiz_7570572.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/belen/medellin/7570572
,84.0,2.0,Calasanz,Medellín,4.0,2022-09-17,3.0,6.269487857818604,-75.59606170654297,1.0,470000000.0,Images/fincaraiz_7570595.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/calasanz/medellin/7570595
,125.0,4.0,Castropol,Medellín,6.0,2022-10-02,3.0,6.214652061462402,-75.56505584716797,2.0,990000000.0,Images/fincaraiz_7570620.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/castropol/medellin/7570620
260000.0,98.0,3.0,Calasanz,Medellín,4.0,2022-09-17,3.0,6.262466907501221,-75.59886169433594,2.0,610000000.0,Images/fincaraiz_7570631.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/calasanz/medellin/7570631
270000.0,94.0,3.0,LOMA DE LAS BRUJAS,Envigado,5.0,2022-09-17,3.0,6.168779850006104,-75.58155822753906,3.0,599000000.0,Images/fincaraiz_7570640.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/loma-de-las-brujas/envigado/7570640
630000.0,150.0,3.0,El Poblado,Medellín,6.0,2022-09-17,3.0,6.1840009689331055,-75.57281494140625,2.0,698000000.0,Images/fincaraiz_7570675.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-poblado/medellin/7570675
410000.0,114.0,3.0,loma de las Brujas,Envigado,5.0,2022-09-17,2.0,6.16087532043457,-75.57514190673828,2.0,715000000.0,Images/fincaraiz_7570737.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/loma-de-las-brujas/envigado/7570737
,55.0,2.0,La Castellana,Medellín,5.0,2022-09-17,2.0,6.240499973297119,-75.60771179199219,1.0,290000000.0,Images/fincaraiz_7570742.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/la-castellana/medellin/7570742
,48.0,2.0,Loreto,Medellín,3.0,2022-09-17,2.0,6.232987880706787,-75.56340789794922,0.0,155000000.0,Images/fincaraiz_7570755.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/loreto/medellin/7570755
800000.0,300.0,4.0,El Poblado,Medellín,6.0,2022-11-12,4.0,6.244338035583496,-75.57355499267578,2.0,4500000000.0,Images/fincaraiz_7570843.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-poblado/medellin/7570843
200000.0,88.0,2.0,BARRIO MESA,Envigado,4.0,2022-09-17,3.0,6.16824197769165,-75.5850601196289,1.0,430000000.0,Images/fincaraiz_7570848.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/barrio-mesa/envigado/7570848
,47.0,1.0,Robledo,Medellín,0.0,2022-09-17,2.0,6.283384799957275,-75.61749267578125,0.0,120000000.0,Images/fincaraiz_7570861.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/robledo/medellin/7570861
800000.0,300.0,3.0,El Poblado,Medellín,6.0,2022-09-17,3.0,6.185904502868652,-75.5671157836914,2.0,4500000000.0,Images/fincaraiz_7570902.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-poblado/medellin/7570902
120000.0,57.0,2.0,FONTIBÓN,Rionegro,3.0,2022-09-17,2.0,6.166366100311279,-75.37652587890625,0.0,179000000.0,Images/fincaraiz_7570912.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/fontibon/rionegro/7570912
,114.0,3.0,El Retiro,El Retiro,5.0,2022-09-17,3.0,6.060955047607422,-75.50257873535156,2.0,765000000.0,Images/fincaraiz_7570922.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-retiro/el-retiro/7570922
480000.0,100.0,3.0,Cumbres Loma del Chocho,Envigado,5.0,2022-09-17,3.0,6.161961078643799,-75.57723236083984,2.0,545000000.0,Images/fincaraiz_7570926.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/cumbres-loma-del-chocho/envigado/7570926
,106.0,3.0,Llanogrande,Rionegro,6.0,2022-09-17,2.0,6.14901876449585,-75.37895202636719,1.0,1100000000.0,Images/fincaraiz_7570933.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/llanogrande/rionegro/7570933
700000.0,150.0,4.0,Castropol,Medellín,6.0,2022-09-17,4.0,6.216000080108643,-75.56700134277344,2.0,905000000.0,Images/fincaraiz_7571011.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/castropol/medellin/7571011
259100.0,83.0,2.0,La Almeria,Medellín,5.0,2022-09-17,3.0,6.243422985076904,-75.61363220214844,1.0,360000000.0,Images/fincaraiz_7571012.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/la-almeria/medellin/7571012
434000.0,118.0,3.0,POBLADO,Medellín,6.0,2022-09-17,4.0,6.206131935119629,-75.5601577758789,2.0,480000000.0,Images/fincaraiz_7571013.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/poblado/medellin/7571013
,101.0,2.0,SURAMERICA,Itaguí,4.0,2022-09-17,3.0,6.164527893066406,-75.63230895996094,2.0,620000000.0,Images/fincaraiz_7571024.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/suramerica/itagui/7571024
340000.0,91.0,2.0,Loma de los Bernal,Medellín,5.0,2022-11-12,2.0,6.218195915222168,-75.60489654541016,1.0,485000000.0,Images/fincaraiz_7571105.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/loma-de-los-bernal/medellin/7571105
300000.0,97.0,2.0,los colores ,Medellín,4.0,2022-09-17,4.0,6.262382984161377,-75.58738708496094,1.0,600000000.0,Images/fincaraiz_7571111.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/los-colores-/medellin/7571111
221449.0,60.0,2.0,aliadas del sur,Sabaneta,4.0,2022-09-17,2.0,6.15493631362915,-75.61122131347656,1.0,330000000.0,Images/fincaraiz_7571114.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/aliadas-del-sur/sabaneta/7571114
,72.0,2.0,La Pilarica,Medellín,5.0,2022-09-17,2.0,6.244704723358154,-75.60133361816406,1.0,350000000.0,Images/fincaraiz_7571119.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/la-pilarica/medellin/7571119
260000.0,65.0,2.0,niquia,Bello,3.0,2022-09-17,3.0,6.338672161102295,-75.54615783691406,1.0,260000000.0,Images/fincaraiz_7571123.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/niquia/bello/7571123
451000.0,126.0,2.0,Belén Alameda,Medellín,5.0,2022-09-17,3.0,6.237051010131836,-75.59280395507812,1.0,545000000.0,Images/fincaraiz_7571199.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/belen-alameda/medellin/7571199
157600.0,56.0,2.0,LA Mina,Envigado,3.0,2022-09-17,3.0,6.15149450302124,-75.58158111572266,0.0,215000000.0,Images/fincaraiz_7571213.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/la-mina/envigado/7571213
398000.0,91.0,2.0,La Visitación,Medellín,6.0,2022-09-17,3.0,6.196803092956543,-75.56526184082031,1.0,475000000.0,Images/fincaraiz_7571228.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/la-visitacion/medellin/7571228
395000.0,93.0,2.0,El Poblado,Medellín,6.0,2022-09-17,3.0,6.213408946990967,-75.55620574951172,2.0,530000000.0,Images/fincaraiz_7571243.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-poblado/medellin/7571243
463000.0,98.0,2.0,abadia,Envigado,5.0,2022-09-17,3.0,6.177000045776367,-75.57599639892578,1.0,500000000.0,Images/fincaraiz_7571270.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/abadia/envigado/7571270
516300.0,88.0,3.0,Laureles,Medellín,5.0,2022-09-17,3.0,6.244494438171387,-75.5932388305664,1.0,485000000.0,Images/fincaraiz_7571294.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/laureles/medellin/7571294
200000.0,70.0,2.0,Vivienda del sur,Itaguí,3.0,2022-09-17,3.0,6.172435283660889,-75.60932159423828,1.0,320000000.0,Images/fincaraiz_7571333.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/vivienda-del-sur/itagui/7571333
449816.0,88.0,2.0,SURAMERICA,Itaguí,4.0,2022-09-17,3.0,6.164078235626221,-75.63069915771484,1.0,420000000.0,Images/fincaraiz_7571367.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/suramerica/itagui/7571367
200000.0,74.0,2.0,Vivienda del sur,Itaguí,3.0,2022-09-17,3.0,6.172435283660889,-75.60932159423828,1.0,360000000.0,Images/fincaraiz_7571394.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/vivienda-del-sur/itagui/7571394
219500.0,64.0,2.0,camino verde,Envigado,4.0,2022-09-17,3.0,6.154074668884277,-75.57709503173828,1.0,310000000.0,Images/fincaraiz_7571395.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/camino-verde/envigado/7571395
420000.0,98.0,2.0,LA ABADIA,Envigado,5.0,2022-09-17,3.0,6.176957130432129,-75.57595825195312,1.0,510000000.0,Images/fincaraiz_7571408.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/la-abadia/envigado/7571408
160000.0,52.0,2.0,santa ana,Bello,3.0,2022-09-17,2.0,6.325599670410156,-75.56396484375,1.0,245000000.0,Images/fincaraiz_7571475.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/santa-ana/bello/7571475
680000.0,128.0,4.0,VILANCHUAGA,Rionegro,5.0,2022-09-17,3.0,6.109922409057617,-75.40553283691406,2.0,1250000000.0,Images/fincaraiz_7571483.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/vilanchuaga/rionegro/7571483
250000.0,75.0,2.0,Ciudad del Río,Medellín,5.0,2022-09-17,3.0,6.292036056518555,-75.54340362548828,1.0,420000000.0,Images/fincaraiz_7571491.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/ciudad-del-rio/medellin/7571491
,100.0,3.0,Los Colores,Medellín,5.0,2022-09-17,4.0,6.269569396972656,-75.59335327148438,2.0,530000000.0,Images/fincaraiz_7571493.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/los-colores/medellin/7571493
,136.0,4.0,LLANO GRANDE,Rionegro,5.0,2022-09-17,3.0,6.121459007263184,-75.42778015136719,2.0,1250000000.0,Images/fincaraiz_7571521.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/llano-grande/rionegro/7571521
220000.0,63.0,2.0,CENTRO,Itaguí,3.0,2022-09-17,2.0,6.176058292388916,-75.60938262939453,1.0,320000000.0,Images/fincaraiz_7571542.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/centro/itagui/7571542
,92.0,3.0,Loma Del Barro,Envigado,5.0,2022-09-17,4.0,6.155422687530518,-75.59791564941406,1.0,450000000.0,Images/fincaraiz_7571584.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/loma-del-barro/envigado/7571584
,85.0,2.0,Laureles,Medellín,4.0,2022-09-17,2.0,6.246842861175537,-75.60413360595703,0.0,330000000.0,Images/fincaraiz_7571585.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/laureles/medellin/7571585
,67.0,2.0,Calasanz,Medellín,4.0,2022-09-17,3.0,6.257497787475586,-75.60205078125,1.0,370000000.0,Images/fincaraiz_7571587.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/calasanz/medellin/7571587
,77.0,2.0,Loma Del Barro,Envigado,4.0,2022-09-17,3.0,6.155551910400391,-75.5981216430664,1.0,400000000.0,Images/fincaraiz_7571655.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/loma-del-barro/envigado/7571655
200000.0,86.0,2.0,SAN REMO,Sabaneta,4.0,2022-09-17,3.0,6.151493549346924,-75.61537170410156,1.0,450000000.0,Images/fincaraiz_7571707.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/san-remo/sabaneta/7571707
179000.0,60.0,2.0,calle larga,Sabaneta,4.0,2022-09-17,3.0,6.150485515594482,-75.61688232421875,1.0,285000000.0,Images/fincaraiz_7571739.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/calle-larga/sabaneta/7571739
548000.0,118.0,3.0,Transversal intermedia,Envigado,6.0,2022-09-17,3.0,6.167630672454834,-75.56891632080078,2.0,700000000.0,Images/fincaraiz_7571743.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/transversal-intermedia/envigado/7571743
418000.0,126.0,4.0,Castropol,Medellín,6.0,2022-09-17,4.0,6.218841552734375,-75.5676040649414,2.0,770000000.0,Images/fincaraiz_7571759.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/castropol/medellin/7571759
220000.0,76.0,2.0,Loma de los Bernal,Medellín,4.0,2022-09-17,3.0,6.21454668045044,-75.58583068847656,1.0,350000000.0,Images/fincaraiz_7571797.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/loma-de-los-bernal/medellin/7571797
240000.0,80.0,2.0,suramérica,Itaguí,4.0,2022-09-17,3.0,6.172435283660889,-75.60932159423828,1.0,435000000.0,Images/fincaraiz_7571848.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/suramerica/itagui/7571848
,159.0,4.0,El Poblado,Medellín,6.0,2022-09-17,3.0,6.202541828155518,-75.55632781982422,0.0,900000000.0,Images/fincaraiz_7571903.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-poblado/medellin/7571903
320000.0,92.0,2.0,loma de las Brujas,Envigado,5.0,2022-10-02,3.0,6.151878356933594,-75.5639877319336,2.0,535000000.0,Images/fincaraiz_7571908.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/loma-de-las-brujas/envigado/7571908
342000.0,135.0,3.0,Laureles,Medellín,5.0,2022-09-17,4.0,6.239965438842773,-75.59192657470703,2.0,700000000.0,Images/fincaraiz_7571925.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/laureles/medellin/7571925
,59.0,2.0,ITAGUI,Itaguí,4.0,2022-09-17,2.0,6.167410850524902,-75.63188934326172,1.0,275000000.0,Images/fincaraiz_7571947.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/itagui/itagui/7571947
600000.0,171.0,4.0,Conquistadores,Medellín,5.0,2022-09-17,4.0,6.243144512176514,-75.58181762695312,4.0,855000000.0,Images/fincaraiz_7572012.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/conquistadores/medellin/7572012
170000.0,55.0,2.0,Calasanz,Medellín,4.0,2022-09-17,2.0,6.247637748718262,-75.5658187866211,1.0,280000000.0,Images/fincaraiz_7572044.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/calasanz/medellin/7572044
154000.0,49.0,2.0,trapiche,Bello,3.0,2022-09-17,3.0,6.334997177124023,-75.55826568603516,1.0,170000000.0,Images/fincaraiz_7572075.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/trapiche/bello/7572075
,79.0,2.0,bello,Bello,3.0,2022-09-17,3.0,6.3238372802734375,-75.55933380126953,0.0,253000000.0,Images/fincaraiz_7572093.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/bello/bello/7572093
,58.0,2.0,bello,Bello,3.0,2022-09-17,3.0,6.33949613571167,-75.5741958618164,1.0,192000000.0,Images/fincaraiz_7572134.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/bello/bello/7572134
640000.0,152.0,4.0,Provenza,Medellín,6.0,2022-09-17,3.0,6.292036056518555,-75.54340362548828,2.0,1150000000.0,Images/fincaraiz_7572154.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/provenza/medellin/7572154
,82.0,2.0,Laureles,Medellín,5.0,2022-09-17,2.0,4.6383819580078125,-74.0887680053711,1.0,420000000.0,Images/fincaraiz_7572163.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/laureles/medellin/7572163
539000.0,139.0,3.0,El Poblado,Medellín,6.0,2022-09-17,4.0,6.201714515686035,-75.56632232666016,2.0,489500000.0,Images/fincaraiz_7572210.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-poblado/medellin/7572210
284390.0,116.0,2.0,Belén Alameda,Medellín,5.0,2022-09-17,3.0,6.247637748718262,-75.5658187866211,1.0,590000000.0,Images/fincaraiz_7572221.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/belen-alameda/medellin/7572221
,80.0,1.0,Robledo,Medellín,2.0,2022-09-17,3.0,6.2822113037109375,-75.59474182128906,0.0,190000000.0,Images/fincaraiz_7572224.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/robledo/medellin/7572224
250000.0,74.0,2.0,Loma de los Bernal,Medellín,4.0,2022-10-02,3.0,6.213769912719727,-75.60765075683594,1.0,370000000.0,Images/fincaraiz_7572248.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/loma-de-los-bernal/medellin/7572248
290000.0,97.0,2.0,SAN REMO ,Sabaneta,4.0,2022-09-17,3.0,6.143793106079102,-75.62246704101562,2.0,480000000.0,Images/fincaraiz_7572259.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/san-remo-/sabaneta/7572259
,59.0,2.0,El Retiro,El Retiro,3.0,2022-09-17,2.0,6.060955047607422,-75.50257873535156,1.0,410000000.0,Images/fincaraiz_7572283.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-retiro/el-retiro/7572283
120000.0,49.0,1.0,santa ana,Bello,3.0,2022-09-17,3.0,6.330652713775635,-75.56976318359375,0.0,210000000.0,Images/fincaraiz_7572306.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/santa-ana/bello/7572306
,62.0,2.0,FONTIBON,Rionegro,2.0,2022-09-17,2.0,6.14901876449585,-75.37895202636719,0.0,260000000.0,Images/fincaraiz_7572315.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/fontibon/rionegro/7572315
820000.0,146.0,5.0,El Poblado,Medellín,5.0,2022-09-17,5.0,6.202066421508789,-75.57203674316406,2.0,850000000.0,Images/fincaraiz_7572329.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-poblado/medellin/7572329
230000.0,78.0,2.0,Rio Negro,Rionegro,4.0,2022-09-17,3.0,6.145658016204834,-75.37701416015625,1.0,370000000.0,Images/fincaraiz_7572349.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/rio-negro/rionegro/7572349
324000.0,101.0,2.0,El Poblado,Medellín,6.0,2022-10-02,3.0,6.198643207550049,-75.56620788574219,1.0,515000000.0,Images/fincaraiz_7572350.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-poblado/medellin/7572350
230000.0,55.0,2.0,Poblado Loma De Indio,Medellín,4.0,2022-09-17,2.0,6.247637748718262,-75.5658187866211,1.0,277500000.0,Images/fincaraiz_7572359.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/poblado-loma-de-indio/medellin/7572359
336000.0,103.0,3.0,Boston,Medellín,4.0,2022-09-17,4.0,6.168245792388916,-75.60704803466797,0.0,310000000.0,Images/fincaraiz_7572360.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/boston/medellin/7572360
,69.0,2.0,Centro,Medellín,3.0,2022-09-17,3.0,6.246417045593262,-75.55410766601562,0.0,260000000.0,Images/fincaraiz_7572386.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/centro/medellin/7572386
285000.0,87.0,2.0,Laureles,Medellín,4.0,2022-09-17,3.0,6.250154972076416,-75.59171295166016,1.0,479500000.0,Images/fincaraiz_7572393.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/laureles/medellin/7572393
,57.0,2.0,bello,Bello,4.0,2022-09-17,3.0,6.325509071350098,-75.56407928466797,1.0,273000000.0,Images/fincaraiz_7572398.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/bello/bello/7572398
352000.0,98.0,2.0,Loma de los Bernal,Medellín,5.0,2022-09-17,4.0,6.21956205368042,-75.609375,2.0,650000000.0,Images/fincaraiz_7572400.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/loma-de-los-bernal/medellin/7572400
250000.0,60.0,2.0,El Poblado,Medellín,4.0,2022-09-17,2.0,6.227917671203613,-75.56236267089844,0.0,355000000.0,Images/fincaraiz_7572402.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-poblado/medellin/7572402
,55.0,2.0,bello,Bello,3.0,2022-09-17,3.0,6.341189384460449,-75.5710678100586,1.0,200500000.0,Images/fincaraiz_7572425.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/bello/bello/7572425
312500.0,72.0,2.0,Medellin,Medellín,6.0,2022-09-17,3.0,6.191825866699219,-75.56939697265625,2.0,454000000.0,Images/fincaraiz_7572428.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/medellin/medellin/7572428
207000.0,56.0,2.0,Alcázares ,Sabaneta,4.0,2022-09-17,2.0,6.156920909881592,-75.60704803466797,1.0,329000000.0,Images/fincaraiz_7572440.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/alcazares-/sabaneta/7572440
160000.0,52.0,2.0,SANTA ANA,Bello,3.0,2022-09-17,2.0,6.325599670410156,-75.56396484375,1.0,245000000.0,Images/fincaraiz_7572441.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/santa-ana/bello/7572441
,52.0,2.0,Loma del Indio,Medellín,4.0,2022-09-17,3.0,6.226024150848389,-75.55944061279297,1.0,290000000.0,Images/fincaraiz_7572447.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/loma-del-indio/medellin/7572447
207000.0,75.0,2.0,aves maria,Sabaneta,4.0,2022-09-17,3.0,6.148974895477295,-75.61724090576172,1.0,360000000.0,Images/fincaraiz_7572448.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/aves-maria/sabaneta/7572448
170000.0,59.0,2.0,Belen Rincon,Medellín,3.0,2022-09-17,3.0,6.200934886932373,-75.57267761230469,1.0,265000000.0,Images/fincaraiz_7572503.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/belen-rincon/medellin/7572503
,55.0,2.0,NorOccidente,Medellín,4.0,2022-09-17,3.0,6.2552008628845215,-75.6084213256836,1.0,253000000.0,Images/fincaraiz_7572510.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/noroccidente/medellin/7572510
331661.0,76.0,2.0,DITAIRES,Itaguí,4.0,2022-09-17,2.0,6.168183326721191,-75.61903381347656,1.0,355000000.0,Images/fincaraiz_7572523.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/ditaires/itagui/7572523
,45.0,1.0,San Cristobal,San Cristobal,3.0,2022-09-17,3.0,6.285609722137451,-75.6070556640625,0.0,138000000.0,Images/fincaraiz_7572574.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/san-cristobal/san-cristobal/7572574
450000.0,141.0,4.0,las cometas,Envigado,5.0,2022-09-17,3.0,6.1697306632995605,-75.57577514648438,2.0,800000000.0,Images/fincaraiz_7572576.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/las-cometas/envigado/7572576
,65.0,2.0,Loma Del Barro,Envigado,4.0,2022-09-17,3.0,6.156907081604004,-75.59370422363281,0.0,350000000.0,Images/fincaraiz_7572579.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/loma-del-barro/envigado/7572579
,70.0,2.0,Altos del Poblado,Medellín,6.0,2022-10-02,2.0,6.214385032653809,-75.55677795410156,2.0,455000000.0,Images/fincaraiz_7572641.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/altos-del-poblado/medellin/7572641
,76.0,2.0,asdesillas,Sabaneta,4.0,2022-09-17,3.0,4.70421028137207,-74.05384063720703,1.0,390000000.0,Images/fincaraiz_7572642.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/asdesillas/sabaneta/7572642
,114.0,3.0,Loma las Brujas ,Envigado,6.0,2022-10-23,2.0,6.159857749938965,-75.57601165771484,2.0,680000000.0,Images/fincaraiz_7572644.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/loma-las-brujas-/envigado/7572644
,55.0,2.0,El Poblado,Medellín,4.0,2022-09-17,2.0,6.226024150848389,-75.55944061279297,1.0,277500000.0,Images/fincaraiz_7572646.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-poblado/medellin/7572646
748000.0,167.0,3.0,LOMA DEL CAMPESTRE,Medellín,6.0,2022-09-17,3.0,6.184837341308594,-75.56885528564453,2.0,690000000.0,Images/fincaraiz_7572665.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/loma-del-campestre/medellin/7572665
108900.0,56.0,2.0,bello,Bello,3.0,2022-09-17,3.0,6.354244232177734,-75.56770324707031,0.0,145000000.0,Images/fincaraiz_7572680.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/bello/bello/7572680
351000.0,92.0,3.0,El Poblado,Medellín,4.0,2022-09-25,4.0,6.230440616607666,-75.56796264648438,1.0,438000000.0,Images/fincaraiz_7572719.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-poblado/medellin/7572719
716000.0,172.0,4.0,Laureles,Medellín,5.0,2022-09-25,3.0,6.240771293640137,-75.5980453491211,2.0,800000000.0,Images/fincaraiz_7572726.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/laureles/medellin/7572726
210000.0,80.0,2.0,Cristo Rey,Medellín,4.0,2022-09-17,4.0,6.205963134765625,-75.58466339111328,0.0,320000000.0,Images/fincaraiz_7572730.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/cristo-rey/medellin/7572730
,75.0,2.0,alcalá,Envigado,4.0,2022-09-17,3.0,6.171000003814697,-75.59200286865234,0.0,365000000.0,Images/fincaraiz_7572742.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/alcala/envigado/7572742
