Administracion,Area,Banos,Barrio,Ciudad,Estrato,ExtractionDate,Habitaciones,Latitud,Longitud,Parqueaderos,Precio,ScreenshotPath,SitioWeb
210000.0,73.0,2.0,Euro sabaneta,Sabaneta,3.0,2022-09-17,3.0,6.150091171264648,-75.62239074707031,1.0,355000000.0,Images/fincaraiz_7529310.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/euro-sabaneta/sabaneta/7529310
100000.0,37.0,1.0,Cabecera de San Antonio de Prado,San Antonio de Prado,3.0,2022-09-17,2.0,6.175252914428711,-75.6478500366211,0.0,127000000.0,Images/fincaraiz_7529318.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/cabecera-de-san-antonio-de-prado/san-antonio-de-prado/7529318
411000.0,85.0,2.0,Poblado La Bagatela,Medellín,6.0,2022-09-17,3.0,6.292036056518555,-75.54340362548828,2.0,575000000.0,Images/fincaraiz_7529349.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/poblado-la-bagatela/medellin/7529349
170000.0,55.0,2.0,bucaros,Bello,3.0,2022-09-17,3.0,6.244704723358154,-75.60133361816406,1.0,205000000.0,Images/fincaraiz_7529359.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/bucaros/bello/7529359
,85.0,2.0,12 De Octubre,Medellín,3.0,2022-09-17,3.0,6.308138370513916,-75.57868957519531,1.0,185000000.0,Images/fincaraiz_7529364.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/12-de-octubre/medellin/7529364
,40.0,1.0,villas del sol,Bello,3.0,2022-09-17,2.0,6.354000091552734,-75.56700134277344,0.0,135000000.0,Images/fincaraiz_7529411.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/villas-del-sol/bello/7529411
,70.0,2.0,San German,Medellín,4.0,2022-09-17,3.0,6.244704723358154,-75.60133361816406,1.0,360000000.0,Images/fincaraiz_7529450.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/san-german/medellin/7529450
150000.0,66.0,2.0,Ditaires ,Itaguí,4.0,2022-09-17,3.0,6.170896053314209,-75.63291931152344,1.0,275000000.0,Images/fincaraiz_7529459.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/ditaires-/itagui/7529459
339653.0,110.0,3.0,aves maría,Sabaneta,5.0,2022-09-17,3.0,6.1478118896484375,-75.61270141601562,2.0,450000000.0,Images/fincaraiz_7529507.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/aves-maria/sabaneta/7529507
220000.0,73.0,2.0,cañaveralejo,Sabaneta,4.0,2022-09-17,3.0,6.143792629241943,-75.62247467041016,1.0,345000000.0,Images/fincaraiz_7529520.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/canaveralejo/sabaneta/7529520
,74.0,2.0,el trapiche,Sabaneta,4.0,2022-11-12,3.0,6.14353084564209,-75.62158203125,1.0,370000000.0,Images/fincaraiz_7529533.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-trapiche/sabaneta/7529533
170000.0,55.0,2.0,tres esquinas,Sabaneta,3.0,2022-09-25,2.0,6.146144390106201,-75.62095642089844,0.0,256000000.0,Images/fincaraiz_7529545.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/tres-esquinas/sabaneta/7529545
192000.0,89.0,2.0,Niquia,Medellín,4.0,2022-09-17,0.0,6.345399379730225,-75.53352355957031,1.0,405000000.0,Images/fincaraiz_7529563.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/niquia/medellin/7529563
,55.0,2.0,Bello,Medellín,4.0,2022-09-17,3.0,6.235925197601318,-75.57512664794922,1.0,275000000.0,Images/fincaraiz_7529573.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/bello/medellin/7529573
,71.0,2.0,EL DORADO,Envigado,3.0,2022-09-17,2.0,6.161961078643799,-75.57723236083984,1.0,295000000.0,Images/fincaraiz_7529601.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-dorado/envigado/7529601
625259.0,136.0,3.0,Fizebad,El Retiro,5.0,2022-09-17,2.0,6.06262731552124,-75.50773620605469,2.0,1050000000.0,Images/fincaraiz_7529637.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/fizebad/el-retiro/7529637
,50.0,1.0,Robledo la Aurora,Medellín,2.0,2022-09-17,3.0,6.2810821533203125,-75.61431884765625,0.0,105000000.0,Images/fincaraiz_7529666.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/robledo-la-aurora/medellin/7529666
,56.0,2.0,amazonia,Bello,3.0,2022-11-12,3.0,6.320027828216553,-75.56732177734375,1.0,252000000.0,Images/fincaraiz_7529668.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/amazonia/bello/7529668
,126.0,2.0,San Javier,Medellín,4.0,2022-09-17,3.0,6.257493019104004,-75.6156234741211,1.0,340000000.0,Images/fincaraiz_7529679.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/san-javier/medellin/7529679
171000.0,62.0,2.0,DITAIRES,Itaguí,4.0,2022-09-17,3.0,6.169486999511719,-75.62814331054688,1.0,285000000.0,Images/fincaraiz_7529705.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/ditaires/itagui/7529705
440000.0,105.0,2.0,Laureles,Medellín,5.0,2022-09-17,3.0,6.242895603179932,-75.5907211303711,1.0,500000000.0,Images/fincaraiz_7529749.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/laureles/medellin/7529749
100000.0,48.0,1.0,villas del sol,Bello,3.0,2022-09-17,2.0,6.358476161956787,-75.57064819335938,0.0,120000000.0,Images/fincaraiz_7529752.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/villas-del-sol/bello/7529752
675000.0,136.0,2.0,La Visitación,Medellín,6.0,2022-09-17,3.0,6.196000099182129,-75.56600189208984,2.0,570000000.0,Images/fincaraiz_7529788.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/la-visitacion/medellin/7529788
,56.0,2.0,NIQUIA,Bello,3.0,2022-10-30,3.0,6.347542762756348,-75.53926086425781,0.0,190000000.0,Images/fincaraiz_7529799.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/niquia/bello/7529799
,170.0,3.0,Estadio,Medellín,4.0,2022-09-17,3.0,6.247637748718262,-75.5658187866211,1.0,580000000.0,Images/fincaraiz_7529800.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/estadio/medellin/7529800
,45.0,2.0,la aldea,La Estrella,3.0,2022-09-17,1.0,6.150259971618652,-75.6386947631836,1.0,230000000.0,Images/fincaraiz_7529820.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/la-aldea/la-estrella/7529820
393000.0,92.0,2.0,Altos del Poblado,Medellín,6.0,2022-09-25,3.0,6.214404582977295,-75.55691528320312,2.0,525000000.0,Images/fincaraiz_7529827.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/altos-del-poblado/medellin/7529827
300300.0,83.0,2.0,La Pilarica,Medellín,5.0,2022-09-17,3.0,6.27474308013916,-75.5845718383789,1.0,345000000.0,Images/fincaraiz_7529830.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/la-pilarica/medellin/7529830
282000.0,65.0,2.0,la Magnolia,Envigado,4.0,2022-09-25,2.0,6.247637748718262,-75.5658187866211,1.0,330000000.0,Images/fincaraiz_7529831.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/la-magnolia/envigado/7529831
124000.0,45.0,1.0,ROBLEDO LA CAMPIÑA,Medellín,3.0,2022-09-17,3.0,6.244704723358154,-75.60133361816406,0.0,150000000.0,Images/fincaraiz_7529849.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/robledo-la-campina/medellin/7529849
330000.0,75.0,2.0,Las Palmas,Medellín,4.0,2022-09-17,3.0,6.229386329650879,-75.56649780273438,1.0,445000000.0,Images/fincaraiz_7529865.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/las-palmas/medellin/7529865
290000.0,75.0,2.0,El Poblado,Medellín,4.0,2022-10-02,2.0,6.225700378417969,-75.56262969970703,2.0,440000000.0,Images/fincaraiz_7529870.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-poblado/medellin/7529870
150000.0,80.0,2.0,OBRERO,Bello,3.0,2022-09-17,3.0,6.323652267456055,-75.55879974365234,1.0,370000000.0,Images/fincaraiz_7529897.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/obrero/bello/7529897
309000.0,80.0,2.0,La Pilarica,Medellín,5.0,2022-09-17,3.0,6.27474308013916,-75.5845718383789,1.0,330000000.0,Images/fincaraiz_7529906.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/la-pilarica/medellin/7529906
106009.0,63.0,2.0,La Ceja,La Ceja,4.0,2022-09-17,3.0,6.029899597167969,-75.43057250976562,0.0,190000000.0,Images/fincaraiz_7529937.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/la-ceja/la-ceja/7529937
250000.0,70.0,2.0,La Pilarica,Medellín,5.0,2022-09-17,2.0,6.27474308013916,-75.5845718383789,1.0,330000000.0,Images/fincaraiz_7529958.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/la-pilarica/medellin/7529958
269000.0,73.0,2.0,sabaneta,Medellín,4.0,2022-09-17,3.0,6.158130168914795,-75.60453796386719,1.0,400000000.0,Images/fincaraiz_7529977.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/sabaneta/medellin/7529977
277000.0,121.0,3.0,Castropol,Medellín,5.0,2022-09-17,4.0,6.222638130187988,-75.56876373291016,1.0,500000000.0,Images/fincaraiz_7529986.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/castropol/medellin/7529986
117000.0,98.0,2.0,La América,Medellín,4.0,2022-09-17,3.0,6.25055742263794,-75.60459899902344,0.0,320000000.0,Images/fincaraiz_7529988.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/la-america/medellin/7529988
368000.0,142.0,3.0,Conquistadores,Medellín,5.0,2022-09-17,4.0,6.246065139770508,-75.5829086303711,2.0,760000000.0,Images/fincaraiz_7529989.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/conquistadores/medellin/7529989
70000.0,74.0,2.0,BELEN NOGAL,Medellín,5.0,2022-09-17,3.0,6.251249313354492,-75.57598876953125,1.0,375000000.0,Images/fincaraiz_7529991.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/belen-nogal/medellin/7529991
380000.0,85.0,2.0,El Poblado,Medellín,6.0,2022-09-17,3.0,6.197195053100586,-75.56291198730469,2.0,450000000.0,Images/fincaraiz_7529992.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-poblado/medellin/7529992
489000.0,147.0,2.0,Patio Bonito,Medellín,6.0,2022-09-17,4.0,6.203814506530762,-75.57366180419922,1.0,560000000.0,Images/fincaraiz_7529994.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/patio-bonito/medellin/7529994
340000.0,75.0,3.0,Loma del Indio,Medellín,4.0,2022-09-17,4.0,6.228957653045654,-75.56492614746094,1.0,330000000.0,Images/fincaraiz_7529996.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/loma-del-indio/medellin/7529996
223000.0,78.0,2.0,Loma del Indio,Medellín,4.0,2022-09-17,3.0,6.227336883544922,-75.56389617919922,1.0,330000000.0,Images/fincaraiz_7529997.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/loma-del-indio/medellin/7529997
260000.0,166.0,3.0,Laureles,Medellín,4.0,2022-09-17,3.0,6.240586757659912,-75.60162353515625,2.0,470000000.0,Images/fincaraiz_7529999.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/laureles/medellin/7529999
180000.0,76.0,2.0,Conquistadores,Medellín,4.0,2022-09-17,3.0,6.240604400634766,-75.58280181884766,1.0,365000000.0,Images/fincaraiz_7530004.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/conquistadores/medellin/7530004
624000.0,102.0,2.0,La Pilarica,Medellín,5.0,2022-09-17,3.0,6.27474308013916,-75.5845718383789,1.0,550000000.0,Images/fincaraiz_7530024.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/la-pilarica/medellin/7530024
430000.0,94.0,2.0,Loma El Chocho,Envigado,5.0,2022-09-17,3.0,6.167816638946533,-75.57283782958984,2.0,660000000.0,Images/fincaraiz_7530035.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/loma-el-chocho/envigado/7530035
270000.0,101.0,2.0,Belen La Palma,Medellín,5.0,2022-09-17,3.0,6.229380130767822,-75.59999084472656,2.0,420000000.0,Images/fincaraiz_7530040.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/belen-la-palma/medellin/7530040
152000.0,64.0,2.0,machado,Bello,3.0,2022-09-17,3.0,6.32596492767334,-75.55010223388672,1.0,230000000.0,Images/fincaraiz_7530041.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/machado/bello/7530041
270000.0,63.0,2.0,La Pilarica,Medellín,5.0,2022-09-17,3.0,6.27474308013916,-75.5845718383789,1.0,330000000.0,Images/fincaraiz_7530047.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/la-pilarica/medellin/7530047
290000.0,97.0,2.0,San jose,Sabaneta,4.0,2022-09-17,3.0,6.1440749168396,-75.61872863769531,1.0,515000000.0,Images/fincaraiz_7530081.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/san-jose/sabaneta/7530081
724000.0,167.0,5.0,El Poblado,Medellín,6.0,2022-09-25,3.0,6.179851531982422,-75.561279296875,2.0,870000000.0,Images/fincaraiz_7530101.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-poblado/medellin/7530101
190000.0,75.0,2.0,el trapiche,Bello,3.0,2022-09-17,3.0,6.33949613571167,-75.57420349121094,1.0,270000000.0,Images/fincaraiz_7530136.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-trapiche/bello/7530136
897200.0,219.0,4.0,Alejandría,Medellín,6.0,2022-09-17,3.0,6.198999881744385,-75.57099914550781,3.0,1250000000.0,Images/fincaraiz_7530140.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/alejandria/medellin/7530140
,83.0,1.0,Belén,Medellín,3.0,2022-09-17,4.0,6.219662189483643,-75.59770202636719,0.0,220000000.0,Images/fincaraiz_7530213.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/belen/medellin/7530213
,75.0,1.0,Belén,Medellín,3.0,2022-09-17,3.0,6.218747138977051,-75.59681701660156,0.0,230000000.0,Images/fincaraiz_7530214.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/belen/medellin/7530214
495000.0,149.0,2.0,Conquistadores,Medellín,4.0,2022-09-17,3.0,6.240867614746094,-75.58057403564453,2.0,530000000.0,Images/fincaraiz_7530216.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/conquistadores/medellin/7530216
360000.0,141.0,2.0,Nueva Villa De Aburra,Medellín,5.0,2022-09-17,3.0,6.234363079071045,-75.6038589477539,1.0,620000000.0,Images/fincaraiz_7530217.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/nueva-villa-de-aburra/medellin/7530217
398000.0,131.0,3.0,Nueva Villa De Aburra,Medellín,4.0,2022-09-17,3.0,6.247637748718262,-75.5658187866211,1.0,460000000.0,Images/fincaraiz_7530222.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/nueva-villa-de-aburra/medellin/7530222
,165.0,3.0,Villa Hermosa,Medellín,3.0,2022-09-25,5.0,6.255858421325684,-75.55795288085938,0.0,340000000.0,Images/fincaraiz_7530223.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/villa-hermosa/medellin/7530223
,183.0,3.0,Loma los Gonzalez,Medellín,6.0,2022-09-17,3.0,6.20159912109375,-75.57213592529297,0.0,900000000.0,Images/fincaraiz_7530237.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/loma-los-gonzalez/medellin/7530237
,78.0,2.0,San jose,Envigado,3.0,2022-09-17,3.0,6.20159912109375,-75.57213592529297,0.0,345000000.0,Images/fincaraiz_7530240.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/san-jose/envigado/7530240
,150.0,2.0,Las Lomas,Medellín,6.0,2022-09-17,3.0,6.20159912109375,-75.57213592529297,0.0,610000000.0,Images/fincaraiz_7530241.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/las-lomas/medellin/7530241
,129.0,2.0,El Diamante,Medellín,6.0,2022-09-17,3.0,6.20159912109375,-75.57213592529297,0.0,650000000.0,Images/fincaraiz_7530244.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-diamante/medellin/7530244
230000.0,65.0,2.0,cañaveralejo,Sabaneta,4.0,2022-09-17,3.0,6.1418776512146,-75.62095642089844,1.0,335000000.0,Images/fincaraiz_7530254.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/canaveralejo/sabaneta/7530254
1800000.0,715.0,7.0,Los Balsos,Medellín,6.0,2022-09-17,4.0,6.190999984741211,-75.572998046875,4.0,3200000000.0,Images/fincaraiz_7530257.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/los-balsos/medellin/7530257
538000.0,90.0,2.0,Loma Del Esmeraldal,Envigado,5.0,2022-09-17,3.0,6.172334671020508,-75.57010650634766,2.0,495000000.0,Images/fincaraiz_7530265.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/loma-del-esmeraldal/envigado/7530265
,88.0,2.0,ANCON,La Estrella,4.0,2022-09-17,3.0,6.150259971618652,-75.6386947631836,2.0,395000000.0,Images/fincaraiz_7530281.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/ancon/la-estrella/7530281
,70.0,2.0,San German,Medellín,4.0,2022-09-17,3.0,6.244704723358154,-75.60133361816406,1.0,380000000.0,Images/fincaraiz_7530290.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/san-german/medellin/7530290
320000.0,83.0,2.0,Patio Bonito,Medellín,6.0,2022-09-17,3.0,6.206371307373047,-75.57453918457031,2.0,530000000.0,Images/fincaraiz_7530342.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/patio-bonito/medellin/7530342
300000.0,102.0,2.0,Loma san José,Sabaneta,4.0,2022-09-17,3.0,6.1360063552856445,-75.6192626953125,1.0,480000000.0,Images/fincaraiz_7530360.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/loma-san-jose/sabaneta/7530360
280000.0,97.0,2.0,Laureles,Medellín,5.0,2022-09-17,3.0,6.250357151031494,-75.59160614013672,1.0,500000000.0,Images/fincaraiz_7530381.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/laureles/medellin/7530381
784000.0,173.0,4.0,El Poblado,Medellín,6.0,2022-09-17,4.0,6.204645156860352,-75.56641387939453,2.0,1250000000.0,Images/fincaraiz_7530399.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-poblado/medellin/7530399
460000.0,185.0,5.0,Laureles,Medellín,5.0,2022-09-17,5.0,6.242081165313721,-75.59521484375,2.0,1270000000.0,Images/fincaraiz_7530413.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/laureles/medellin/7530413
650000.0,222.0,5.0,LOMA DEL ATRAVEZADO,Envigado,5.0,2022-09-17,3.0,6.17723560333252,-75.56127166748047,4.0,1330000000.0,Images/fincaraiz_7530442.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/loma-del-atravezado/envigado/7530442
,53.0,2.0,maría auxiliadora,Sabaneta,4.0,2022-09-17,3.0,6.151942729949951,-75.60014343261719,0.0,195000000.0,Images/fincaraiz_7530449.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/maria-auxiliadora/sabaneta/7530449
90000.0,150.0,4.0,Los Colores,Medellín,5.0,2022-09-17,4.0,6.264194011688232,-75.59477996826172,2.0,495000000.0,Images/fincaraiz_7530491.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/los-colores/medellin/7530491
350000.0,120.0,3.0,Belén,Medellín,5.0,2022-09-17,3.0,6.2183685302734375,-75.60375213623047,2.0,750000000.0,Images/fincaraiz_7530499.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/belen/medellin/7530499
302000.0,84.0,3.0,Ciudad del Río,Medellín,6.0,2022-09-17,2.0,6.2220001220703125,-75.5739974975586,2.0,600000000.0,Images/fincaraiz_7530505.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/ciudad-del-rio/medellin/7530505
932000.0,250.0,5.0,El Poblado,Medellín,6.0,2022-09-17,4.0,6.199385166168213,-75.55718994140625,3.0,1350000000.0,Images/fincaraiz_7530520.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-poblado/medellin/7530520
900000.0,244.0,5.0,El Poblado,Medellín,6.0,2022-09-17,5.0,6.200707912445068,-75.55770111083984,4.0,1500000000.0,Images/fincaraiz_7530533.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-poblado/medellin/7530533
229800.0,66.0,2.0,Belén,Medellín,4.0,2022-09-17,3.0,6.2183685302734375,-75.60375213623047,1.0,375000000.0,Images/fincaraiz_7530541.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/belen/medellin/7530541
987000.0,319.0,5.0,Laureles,Medellín,6.0,2022-09-17,4.0,6.2415690422058105,-75.58988952636719,3.0,1650000000.0,Images/fincaraiz_7530549.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/laureles/medellin/7530549
276000.0,64.0,3.0,Loma de los Bernal,Medellín,5.0,2022-09-17,3.0,6.292036056518555,-75.54340362548828,1.0,318000000.0,Images/fincaraiz_7530557.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/loma-de-los-bernal/medellin/7530557
345000.0,83.0,2.0,camino verde,Envigado,4.0,2022-09-17,3.0,6.155168533325195,-75.57836151123047,1.0,420000000.0,Images/fincaraiz_7530565.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/camino-verde/envigado/7530565
700000.0,180.0,5.0,LOMA DE LAS BRUJAS,Envigado,5.0,2022-09-17,4.0,6.159260272979736,-75.57383728027344,2.0,1150000000.0,Images/fincaraiz_7530615.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/loma-de-las-brujas/envigado/7530615
424900.0,95.0,2.0,Laureles,Medellín,6.0,2022-11-12,3.0,6.249130725860596,-75.59344482421875,0.0,449500000.0,Images/fincaraiz_7530718.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/laureles/medellin/7530718
205000.0,67.0,2.0,OJO DE AGUAS,Rionegro,4.0,2022-09-17,3.0,6.140034198760986,-75.37232971191406,1.0,351999999.0,Images/fincaraiz_7530769.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/ojo-de-aguas/rionegro/7530769
,165.0,3.0,El Poblado,Medellín,6.0,2022-09-17,3.0,6.2162041664123535,-75.56806945800781,0.0,750000000.0,Images/fincaraiz_7530786.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-poblado/medellin/7530786
,57.0,0.0,Boston,Medellín,3.0,2022-09-17,3.0,6.247947216033936,-75.55825805664062,0.0,207000000.0,Images/fincaraiz_7530787.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/boston/medellin/7530787
,87.0,2.0,Loma de los Bernal,Medellín,4.0,2022-09-17,3.0,6.22002649307251,-75.60820007324219,1.0,485000000.0,Images/fincaraiz_7530823.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/loma-de-los-bernal/medellin/7530823
600000.0,238.0,4.0,Los Balsos,Medellín,6.0,2022-09-17,4.0,6.191999912261963,-75.56800079345703,2.0,1250000000.0,Images/fincaraiz_7530825.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/los-balsos/medellin/7530825
789400.0,120.0,2.0,Alejandría,Medellín,5.0,2022-09-17,3.0,6.201000213623047,-75.57499694824219,2.0,650000000.0,Images/fincaraiz_7530834.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/alejandria/medellin/7530834
428000.0,125.0,3.0,TR INTERMEDIA,Envigado,5.0,2022-09-17,3.0,6.164000034332275,-75.56900024414062,2.0,720000000.0,Images/fincaraiz_7530844.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/tr-intermedia/envigado/7530844
251000.0,84.0,2.0,las brujas,Envigado,5.0,2022-09-17,2.0,6.160240173339844,-75.5718002319336,1.0,520000000.0,Images/fincaraiz_7530906.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/las-brujas/envigado/7530906
350000.0,77.0,2.0,LA FLORIDA,Sabaneta,4.0,2022-09-17,3.0,6.154717922210693,-75.60492706298828,1.0,340000000.0,Images/fincaraiz_7530912.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/la-florida/sabaneta/7530912
240000.0,98.0,3.0,San jose,Sabaneta,4.0,2022-09-17,3.0,6.143595218658447,-75.61803436279297,2.0,525000000.0,Images/fincaraiz_7530916.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/san-jose/sabaneta/7530916
130000.0,58.0,2.0,San Antonio de Pereira,Rionegro,4.0,2022-09-17,2.0,6.125585556030273,-75.37728881835938,1.0,385000000.0,Images/fincaraiz_7530922.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/san-antonio-de-pereira/rionegro/7530922
,126.0,2.0,aves maría,Sabaneta,4.0,2022-09-17,3.0,6.148974895477295,-75.61724090576172,1.0,550000000.0,Images/fincaraiz_7530930.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/aves-maria/sabaneta/7530930
,118.0,3.0,Laureles,Medellín,5.0,2022-09-17,3.0,6.244233131408691,-75.59828186035156,0.0,640000000.0,Images/fincaraiz_7530936.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/laureles/medellin/7530936
107000.0,89.0,2.0,santa ana,Sabaneta,3.0,2022-09-17,3.0,6.153345584869385,-75.61404418945312,0.0,350000000.0,Images/fincaraiz_7530951.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/santa-ana/sabaneta/7530951
285000.0,67.0,2.0,SAN ISIDRO,Itaguí,3.0,2022-09-17,3.0,6.16748046875,-75.61995697021484,1.0,285000000.0,Images/fincaraiz_7530954.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/san-isidro/itagui/7530954
120000.0,59.0,2.0,Fontibón,Rionegro,3.0,2022-09-17,2.0,6.167408466339111,-75.37791442871094,0.0,206500000.0,Images/fincaraiz_7530968.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/fontibon/rionegro/7530968
153000.0,76.0,2.0,San Antonio de Pereira,Rionegro,4.0,2022-09-17,2.0,6.127315044403076,-75.38288879394531,0.0,315000000.0,Images/fincaraiz_7530977.jpeg,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/san-antonio-de-pereira/rionegro/7530977
