Administracion,Area,Banos,Barrio,Ciudad,ExtractionDate,Habitaciones,Latitud,Longitud,Parqueaderos,Precio,ScreenshotPath,SitioWeb
220000.0,127.0,3.0,Los Almendros,Medellín,2022-08-09,3.0,6.236747,-75.598641,1.0,559000000.0,Images/228200.jpeg,https://www.redinmobiliariamls.com/medellin/los-almendros/1/228200
150000.0,60.0,2.0,Las Lomitas,Sabaneta,2022-08-28,2.0,6.153137,-75.610306,1.0,258000000.0,Images/228210.jpeg,https://www.redinmobiliariamls.com/sabaneta/las-lomitas/1/228210
847000.0,297.0,4.0,Centro,Medellín,2022-08-28,4.0,6.256602,-75.575637,1.0,590000000.0,Images/228222.jpeg,https://www.redinmobiliariamls.com/medellin/centro/1/228222
,50.85,1.0,Ciudad del Rio,Medellín,2022-08-28,1.0,6.224322,-75.573256,1.0,410556000.0,Images/228225.jpeg,https://www.redinmobiliariamls.com/medellin/ciudad-del-rio/1/228225
500000.0,196.0,3.0,La Tomatera,Medellín,2022-08-28,3.0,6.256602,-75.575637,2.0,1250000000.0,Images/228234.jpeg,https://www.redinmobiliariamls.com/medellin/la-tomatera/1/228234
,150.0,3.0,El Rincón,Medellín,2022-08-28,7.0,6.213951,-75.599687,0.0,295000000.0,Images/228238.jpeg,https://www.redinmobiliariamls.com/medellin/el-rincon/1/228238
555000.0,84.0,2.0,La Frontera,Envigado,2022-08-28,3.0,6.256602,-75.575637,1.0,380000000.0,Images/228245.jpeg,https://www.redinmobiliariamls.com/envigado/la-frontera/1/228245
200000.0,87.0,2.0,Robledo,Medellín,2022-08-28,4.0,6.277718,-75.594091,0.0,285000000.0,Images/228247.jpeg,https://www.redinmobiliariamls.com/medellin/robledo/1/228247
250000.0,98.45,2.0,El Chinguí,Envigado,2022-08-28,2.0,6.154695,-75.575219,1.0,420000000.0,Images/228264.jpeg,https://www.redinmobiliariamls.com/envigado/el-chingui/1/228264
815000.0,250.0,3.0,San Lucas,Medellín,2022-08-28,2.0,6.182486,-75.5653,2.0,1800000000.0,Images/228282.jpeg,https://www.redinmobiliariamls.com/medellin/san-lucas/1/228282
315000.0,124.0,3.0,Loma de Cumbres,Envigado,2022-08-28,3.0,6.165947,-75.570704,2.0,570000000.0,Images/228295.jpeg,https://www.redinmobiliariamls.com/envigado/loma-de-cumbres/1/228295
140000.0,69.0,2.0,Autopista (Marinilla),Marinilla,2022-08-28,3.0,6.256602,-75.575637,1.0,230000000.0,Images/228307.jpeg,https://www.redinmobiliariamls.com/marinilla/autopista-marinilla/1/228307
,107.51,2.0,Girardot,Medellín,2022-08-28,3.0,6.297207,-75.567637,0.0,240000000.0,Images/228318.jpeg,https://www.redinmobiliariamls.com/medellin/girardot/1/228318
208000.0,76.0,2.0,Virgen del Carmen,Sabaneta,2022-08-28,3.0,6.153856,-75.606928,1.0,350000000.0,Images/228319.jpeg,https://www.redinmobiliariamls.com/sabaneta/virgen-del-carmen/1/228319
,43.76,1.0,Autopista (Marinilla),Marinilla,2022-08-28,1.0,6.256602,-75.575637,1.0,230000000.0,Images/228325.jpeg,https://www.redinmobiliariamls.com/marinilla/autopista-marinilla/1/228325
150000.0,37.0,1.0,Calasanz Parte Alta,Medellín,2022-08-28,1.0,6.270188,-75.603921,0.0,175000000.0,Images/228366.jpeg,https://www.redinmobiliariamls.com/medellin/calasanz-parte-alta/1/228366
442000.0,92.4,2.0,El Castillo,Medellín,2022-08-09,2.0,6.191432,-75.573221,2.0,620000000.0,Images/228374.jpeg,https://www.redinmobiliariamls.com/medellin/el-castillo/1/228374
306000.0,83.0,2.0,La Pilarica,Medellín,2022-08-09,2.0,6.256602,-75.575637,1.0,396000000.0,Images/228388.jpeg,https://www.redinmobiliariamls.com/medellin/la-pilarica/1/228388
,652.0,2.0,Alcaravanes,Marinilla,2022-08-28,3.0,6.256602,-75.575637,1.0,307000000.0,Images/228400.jpeg,https://www.redinmobiliariamls.com/marinilla/alcaravanes/1/228400
,59.0,2.0,Alcaravanes,Marinilla,2022-08-28,3.0,6.256602,-75.575637,1.0,300000000.0,Images/228416.jpeg,https://www.redinmobiliariamls.com/marinilla/alcaravanes/1/228416
340000.0,81.28,2.0,Loma del Escobero,Envigado,2022-08-28,2.0,6.256602,-75.575637,1.0,600000000.0,Images/228435.jpeg,https://www.redinmobiliariamls.com/envigado/loma-del-escobero/1/228435
,127.0,2.0,Las Brisas,Medellín,2022-08-28,3.0,6.305795,-75.564934,0.0,345000000.0,Images/228453.jpeg,https://www.redinmobiliariamls.com/medellin/las-brisas/1/228453
200000.0,69.8,2.0,Asdesillas,Sabaneta,2022-08-28,3.0,6.146404,-75.613004,1.0,375000000.0,Images/228460.jpeg,https://www.redinmobiliariamls.com/sabaneta/asdesillas/1/228460
1100000.0,384.76,5.0,San Lucas,Medellín,2022-08-28,3.0,6.18268,-75.572377,5.0,1500000000.0,Images/228462.jpeg,https://www.redinmobiliariamls.com/medellin/san-lucas/1/228462
282309.0,86.0,2.0,Otraparte,Envigado,2022-08-28,2.0,6.179942,-75.586623,1.0,480000000.0,Images/228492.jpeg,https://www.redinmobiliariamls.com/envigado/otraparte/1/228492
140000.0,60.0,2.0,La Doctora,Sabaneta,2022-08-28,3.0,6.143066,-75.6109,1.0,230000000.0,Images/228501.jpeg,https://www.redinmobiliariamls.com/sabaneta/la-doctora/1/228501
200000.0,64.0,2.0,Sector Los Colegios,Rionegro,2022-08-28,3.0,6.142602,-75.379943,1.0,370000000.0,Images/228504.jpeg,https://www.redinmobiliariamls.com/rionegro/sector-los-colegios/1/228504
170000.0,56.6,2.0,V. Fontibon ,Rionegro,2022-08-09,2.0,6.149018,-75.378952,1.0,250000000.0,Images/228532.jpeg,https://www.redinmobiliariamls.com/rionegro/v-fontibon-/1/228532
170000.0,49.4,2.0,V. Fontibon ,Rionegro,2022-08-28,2.0,4.669094,-74.098168,1.0,230000000.0,Images/228534.jpeg,https://www.redinmobiliariamls.com/rionegro/v-fontibon-/1/228534
150000.0,65.5,2.0,Alcaravanes,Marinilla,2022-08-28,3.0,6.174193,-75.336496,1.0,317000000.0,Images/228536.jpeg,https://www.redinmobiliariamls.com/marinilla/alcaravanes/1/228536
90000.0,93.0,2.0,Lorena,Medellín,2022-08-28,3.0,6.256602,-75.575637,0.0,295000000.0,Images/228551.jpeg,https://www.redinmobiliariamls.com/medellin/lorena/1/228551
634000.0,167.63,2.0,Alto de las Palmas ,Envigado,2022-08-28,2.0,6.155446,-75.530447,2.0,900000000.0,Images/228560.jpeg,https://www.redinmobiliariamls.com/envigado/alto-de-las-palmas-/1/228560
1391500.0,497.0,5.0,La Tomatera,Medellín,2022-08-28,4.0,6.206995,-75.569767,3.0,1750000000.0,Images/228569.jpeg,https://www.redinmobiliariamls.com/medellin/la-tomatera/1/228569
2004000.0,665.46,5.0,La Tomatera,Medellín,2022-08-28,4.0,6.203341,-75.566164,6.0,2950000000.0,Images/228570.jpeg,https://www.redinmobiliariamls.com/medellin/la-tomatera/1/228570
150000.0,60.0,2.0,Las Lomitas,Sabaneta,2022-08-28,2.0,6.256602,-75.575637,1.0,257000000.0,Images/228597.jpeg,https://www.redinmobiliariamls.com/sabaneta/las-lomitas/1/228597
,64.0,2.0,Guayabal,Medellín,2022-08-28,3.0,6.256602,-75.575637,0.0,185000000.0,Images/228601.jpeg,https://www.redinmobiliariamls.com/medellin/guayabal/1/228601
370000.0,136.0,3.0,Castropol,Medellín,2022-08-09,3.0,6.214986,-75.565879,2.0,870000000.0,Images/228604.jpeg,https://www.redinmobiliariamls.com/medellin/castropol/1/228604
446400.0,67.0,1.0,Chapinero Alto,Bogotá,2022-08-28,1.0,4.672902,-74.05875,1.0,520000000.0,Images/228609.jpeg,https://www.redinmobiliariamls.com/bogota/chapinero-alto/1/228609
131000.0,52.2,2.0,V. La Laja,Rionegro,2022-08-28,2.0,6.256602,-75.575637,0.0,165000000.0,Images/228623.jpeg,https://www.redinmobiliariamls.com/rionegro/v-la-laja/1/228623
160000.0,77.0,2.0,Sector Los Colegios,Rionegro,2022-08-28,3.0,6.123486,-75.425262,1.0,425000000.0,Images/228649.jpeg,https://www.redinmobiliariamls.com/rionegro/sector-los-colegios/1/228649
123000.0,43.0,1.0,V. Belén (Marinilla),Marinilla,2022-08-28,1.0,6.168544,-75.325698,1.0,230000000.0,Images/228653.jpeg,https://www.redinmobiliariamls.com/marinilla/v-belen-marinilla/1/228653
,50.0,2.0,V. Primavera,Caldas,2022-08-09,3.0,6.106986,-75.637988,0.0,150000000.0,Images/228658.jpeg,https://www.redinmobiliariamls.com/caldas/v-primavera/1/228658
,50.0,2.0,V. Primavera,Caldas,2022-08-28,3.0,6.106986,-75.637988,0.0,145000000.0,Images/228659.jpeg,https://www.redinmobiliariamls.com/caldas/v-primavera/1/228659
282000.0,94.0,2.0,Aves Marías,Sabaneta,2022-08-28,3.0,6.256602,-75.575637,1.0,420000000.0,Images/228676.jpeg,https://www.redinmobiliariamls.com/sabaneta/aves-marias/1/228676
613000.0,134.0,2.0,Las Lomas Nº 2,Medellín,2022-08-28,3.0,6.211268,-75.55801,2.0,530000000.0,Images/228683.jpeg,https://www.redinmobiliariamls.com/medellin/las-lomas-n-2/1/228683
,73.0,2.0,San José Obrero,Bello,2022-08-28,3.0,6.256602,-75.575637,1.0,345000000.0,Images/228707.jpeg,https://www.redinmobiliariamls.com/bello/san-jose-obrero/1/228707
500000.0,164.0,3.0,Bosques de Zuñiga,Envigado,2022-08-28,3.0,6.184007,-75.58104,2.0,750000000.0,Images/228709.jpeg,https://www.redinmobiliariamls.com/envigado/bosques-de-zuniga/1/228709
350000.0,130.0,3.0,Laureles,Medellín,2022-08-28,3.0,6.256602,-75.575637,1.0,499000000.0,Images/228728.jpeg,https://www.redinmobiliariamls.com/medellin/laureles/1/228728
,43.61,1.0,Calle Vieja,Bello,2022-08-28,2.0,6.335348,-75.558753,1.0,160000000.0,Images/228732.jpeg,https://www.redinmobiliariamls.com/bello/calle-vieja/1/228732
639000.0,172.0,3.0,Los Bósques,Medellín,2022-08-09,3.0,6.211961,-75.548866,2.0,1426000000.0,Images/228744.jpeg,https://www.redinmobiliariamls.com/medellin/los-bosques/1/228744
780000.0,208.81,2.0,Loma de Las Brujas,Envigado,2022-08-28,2.0,6.157579,-75.572605,2.0,1380000000.0,Images/228773.jpeg,https://www.redinmobiliariamls.com/envigado/loma-de-las-brujas/1/228773
285000.0,97.43,2.0,Loma del Escobero,Envigado,2022-08-28,3.0,6.256602,-75.575637,1.0,495000000.0,Images/228803.jpeg,https://www.redinmobiliariamls.com/envigado/loma-del-escobero/1/228803
83400.0,67.82,1.0,Niquia,Bello,2022-08-28,3.0,6.342221,-75.546449,0.0,200000000.0,Images/228815.jpeg,https://www.redinmobiliariamls.com/bello/niquia/1/228815
200000.0,65.0,2.0,Las Palmas,Medellín,2022-08-09,2.0,6.184072,-75.562583,1.0,415000000.0,Images/228824.jpeg,https://www.redinmobiliariamls.com/medellin/las-palmas/1/228824
230552.0,69.99,2.0,Ditaires,Itagüí,2022-08-28,3.0,6.167205,-75.631762,1.0,320000000.0,Images/228844.jpeg,https://www.redinmobiliariamls.com/itagi/ditaires/1/228844
425000.0,160.0,3.0,Aves Marías,Sabaneta,2022-08-28,3.0,6.256602,-75.575637,2.0,600000000.0,Images/228853.jpeg,https://www.redinmobiliariamls.com/sabaneta/aves-marias/1/228853
160000.0,77.0,2.0,Sector Los Colegios,Rionegro,2022-08-28,3.0,6.123486,-75.425262,1.0,425000000.0,Images/228864.jpeg,https://www.redinmobiliariamls.com/rionegro/sector-los-colegios/1/228864
538000.0,112.6,3.0,Loma de los Parra,Medellín,2022-08-28,3.0,6.202605,-75.568084,1.0,840000000.0,Images/228882.jpeg,https://www.redinmobiliariamls.com/medellin/loma-de-los-parra/1/228882
,65.0,2.0,Las Palmas,Medellín,2022-08-28,2.0,6.240462,-75.545418,1.0,415000000.0,Images/228886.jpeg,https://www.redinmobiliariamls.com/medellin/las-palmas/1/228886
,58.0,2.0,V. Fontibon ,Rionegro,2022-08-28,3.0,6.151477,-75.368957,1.0,240000000.0,Images/228919.jpeg,https://www.redinmobiliariamls.com/rionegro/v-fontibon-/1/228919
387300.0,104.0,2.0,Castropol,Medellín,2022-08-28,2.0,6.220321,-75.567265,2.0,675000000.0,Images/228930.jpeg,https://www.redinmobiliariamls.com/medellin/castropol/1/228930
185000.0,70.0,2.0,Machado,Copacabana,2022-08-28,3.0,6.333359,-75.533318,1.0,220000000.0,Images/228936.jpeg,https://www.redinmobiliariamls.com/copacabana/machado/1/228936
450000.0,103.15,2.0,Las Acacias,Medellín,2022-08-28,3.0,6.242148,-75.601171,2.0,650000000.0,Images/228941.jpeg,https://www.redinmobiliariamls.com/medellin/las-acacias/1/228941
359000.0,166.0,3.0,Conquistadores,Medellín,2022-08-28,4.0,6.241601,-75.58597,1.0,480000000.0,Images/228959.jpeg,https://www.redinmobiliariamls.com/medellin/conquistadores/1/228959
500000.0,168.0,3.0,El Poblado,Medellín,2022-08-28,4.0,6.256602,-75.575637,2.0,750000000.0,Images/228963.jpeg,https://www.redinmobiliariamls.com/medellin/el-poblado/1/228963
,53.49,1.0,Loma del Escobero,Envigado,2022-08-28,1.0,6.162821,-75.569891,1.0,435000000.0,Images/228970.jpeg,https://www.redinmobiliariamls.com/envigado/loma-del-escobero/1/228970
446700.0,54.27,1.0,Loma del Escobero,Envigado,2022-08-28,1.0,6.162821,-75.569891,1.0,438000000.0,Images/228971.jpeg,https://www.redinmobiliariamls.com/envigado/loma-del-escobero/1/228971
220038.0,59.71,2.0,Asdesillas,Sabaneta,2022-08-28,2.0,6.152309,-75.606009,,320000000.0,Images/228982.jpeg,https://www.redinmobiliariamls.com/sabaneta/asdesillas/1/228982
1682393.0,153.37,2.0,El Tesoro,Medellín,2022-08-28,2.0,6.256602,-75.575637,2.0,1450000000.0,Images/228994.jpeg,https://www.redinmobiliariamls.com/medellin/el-tesoro/1/228994
980000.0,340.0,3.0,Las Lomas Nº 2,Medellín,2022-08-28,4.0,6.217844,-75.560497,3.0,1350000000.0,Images/229029.jpeg,https://www.redinmobiliariamls.com/medellin/las-lomas-n-2/1/229029
196000.0,56.6,2.0,V. Fontibon ,Rionegro,2022-08-28,2.0,6.256602,-75.575637,1.0,240000000.0,Images/229051.jpeg,https://www.redinmobiliariamls.com/rionegro/v-fontibon-/1/229051
246200.0,85.0,2.0,Suramérica,Itagüí,2022-08-28,3.0,6.162562,-75.633242,1.0,360000000.0,Images/229053.jpeg,https://www.redinmobiliariamls.com/itagi/suramerica/1/229053
683000.0,227.0,3.0,El Campestre,Medellín,2022-08-28,4.0,6.256602,-75.575637,2.0,800000000.0,Images/229059.jpeg,https://www.redinmobiliariamls.com/medellin/el-campestre/1/229059
,57.6,2.0,V. Fontibon ,Rionegro,2022-08-28,2.0,6.156464,-75.374571,1.0,280000000.0,Images/229062.jpeg,https://www.redinmobiliariamls.com/rionegro/v-fontibon-/1/229062
,60.65,2.0,V. Fontibon ,Rionegro,2022-08-28,2.0,6.167315,-75.381696,1.0,295000000.0,Images/229064.jpeg,https://www.redinmobiliariamls.com/rionegro/v-fontibon-/1/229064
250000.0,99.88,2.0,Aves Marías,Sabaneta,2022-08-28,3.0,6.14544,-75.611895,1.0,417000000.0,Images/229071.jpeg,https://www.redinmobiliariamls.com/sabaneta/aves-marias/1/229071
783000.0,235.0,5.0,Loma de Benedictinos,Envigado,2022-08-28,4.0,6.178538,-75.571967,3.0,1200000000.0,Images/229076.jpeg,https://www.redinmobiliariamls.com/envigado/loma-de-benedictinos/1/229076
150000.0,37.0,1.0,Calasanz,Medellín,2022-08-28,2.0,6.265354,-75.601372,1.0,180000000.0,Images/229113.jpeg,https://www.redinmobiliariamls.com/medellin/calasanz/1/229113
,67.71,2.0,San Antonio de Pereira,Rionegro,2022-08-28,1.0,6.125537,-75.378885,1.0,389000000.0,Images/229124.jpeg,https://www.redinmobiliariamls.com/rionegro/san-antonio-de-pereira/1/229124
,47.0,1.0,Suramérica,Itagüí,2022-08-28,1.0,6.1642,-75.637398,1.0,220000000.0,Images/229131.jpeg,https://www.redinmobiliariamls.com/itagi/suramerica/1/229131
325100.0,113.4,2.0,Loma del Escobero,Envigado,2022-08-28,3.0,6.165267,-75.575461,1.0,460000000.0,Images/229136.jpeg,https://www.redinmobiliariamls.com/envigado/loma-del-escobero/1/229136
166000.0,65.5,2.0,San Javier Nº 1,Medellín,2022-08-28,2.0,6.255458,-75.614355,1.0,290000000.0,Images/229157.jpeg,https://www.redinmobiliariamls.com/medellin/san-javier-n-1/1/229157
,91.0,2.0,Lalinde,Medellín,2022-08-28,2.0,6.212284,-75.569069,2.0,730000000.0,Images/229164.jpeg,https://www.redinmobiliariamls.com/medellin/lalinde/1/229164
324000.0,90.0,2.0,Castropol,Medellín,2022-08-28,2.0,6.222377,-75.567687,1.0,435000000.0,Images/229177.jpeg,https://www.redinmobiliariamls.com/medellin/castropol/1/229177
95900.0,40.4,1.0,Buenos Aires,Medellín,2022-08-28,2.0,6.257346,-75.613557,0.0,130000000.0,Images/229191.jpeg,https://www.redinmobiliariamls.com/medellin/buenos-aires/1/229191
696000.0,75.0,2.0,Alto de las Palmas ,Envigado,2022-08-28,1.0,6.256602,-75.575637,1.0,738000000.0,Images/229192.jpeg,https://www.redinmobiliariamls.com/envigado/alto-de-las-palmas-/1/229192
250000.0,85.0,2.0,Suramérica,La Estrella,2022-08-09,3.0,6.256602,-75.575637,1.0,400000000.0,Images/229195.jpeg,https://www.redinmobiliariamls.com/la-estrella/suramerica/1/229195
346000.0,184.0,2.0,Aves Marías,Sabaneta,2022-08-28,2.0,6.256602,-75.575637,2.0,550000000.0,Images/229196.jpeg,https://www.redinmobiliariamls.com/sabaneta/aves-marias/1/229196
443700.0,103.03,1.0,Calasanz,Medellín,2022-08-28,3.0,6.256602,-75.575637,2.0,540000000.0,Images/229222.jpeg,https://www.redinmobiliariamls.com/medellin/calasanz/1/229222
176000.0,83.0,2.0,La América,Medellín,2022-08-28,3.0,6.25286,-75.605891,1.0,310000000.0,Images/229247.jpeg,https://www.redinmobiliariamls.com/medellin/la-america/1/229247
598000.0,181.0,3.0,Laureles,Medellín,2022-08-28,5.0,6.256602,-75.575637,2.0,670000000.0,Images/229255.jpeg,https://www.redinmobiliariamls.com/medellin/laureles/1/229255
460000.0,189.0,3.0,Loma de Las Brujas,Envigado,2022-08-28,3.0,6.256602,-75.575637,2.0,1170000000.0,Images/229263.jpeg,https://www.redinmobiliariamls.com/envigado/loma-de-las-brujas/1/229263
,70.0,2.0,Las Palmas,Medellín,2022-08-28,3.0,6.256602,-75.575637,1.0,490000000.0,Images/229281.jpeg,https://www.redinmobiliariamls.com/medellin/las-palmas/1/229281
400000.0,136.0,3.0,Oviedo,Medellín,2022-08-28,3.0,6.198159,-75.575426,2.0,710000000.0,Images/229307.jpeg,https://www.redinmobiliariamls.com/medellin/oviedo/1/229307
368000.0,94.7,2.0,Lalinde,Medellín,2022-08-28,2.0,6.212358,-75.568779,2.0,780000000.0,Images/229355.jpeg,https://www.redinmobiliariamls.com/medellin/lalinde/1/229355
400000.0,114.0,3.0,Señorial,Envigado,2022-08-28,3.0,6.256602,-75.575637,2.0,612000000.0,Images/229365.jpeg,https://www.redinmobiliariamls.com/envigado/senorial/1/229365
,106.0,3.0,Las Margaritas,Caldas,2022-08-28,4.0,6.095793,-75.63812,0.0,170000000.0,Images/229405.jpeg,https://www.redinmobiliariamls.com/caldas/las-margaritas/1/229405
184400.0,69.34,2.0,Ditaires,Itagüí,2022-08-28,3.0,6.167119,-75.631762,1.0,325000000.0,Images/229431.jpeg,https://www.redinmobiliariamls.com/itagi/ditaires/1/229431
300000.0,136.0,2.0,El Portal,Envigado,2022-08-28,3.0,6.256602,-75.575637,1.0,520000000.0,Images/229458.jpeg,https://www.redinmobiliariamls.com/envigado/el-portal/1/229458
85000.0,41.14,1.0,Trapiche,Bello,2022-08-28,2.0,6.339291,-75.571324,0.0,130000000.0,Images/229479.jpeg,https://www.redinmobiliariamls.com/bello/trapiche/1/229479
917000.0,250.0,3.0,La Calera,Medellín,2022-08-28,3.0,6.256602,-75.575637,2.0,1375000000.0,Images/229498.jpeg,https://www.redinmobiliariamls.com/medellin/la-calera/1/229498
,195.0,5.0,Santa Maria de los Angeles,Medellín,2022-08-28,3.0,6.190701,-75.578395,3.0,1462500000.0,Images/229501.jpeg,https://www.redinmobiliariamls.com/medellin/santa-maria-de-los-angeles/1/229501
138100.0,52.0,2.0,El Rodeo,Medellín,2022-08-28,3.0,6.256602,-75.575637,1.0,230000000.0,Images/229510.jpeg,https://www.redinmobiliariamls.com/medellin/el-rodeo/1/229510
,82.3,2.0,La Florida,Sabaneta,2022-08-28,2.0,6.152062,-75.611726,1.0,440000000.0,Images/229516.jpeg,https://www.redinmobiliariamls.com/sabaneta/la-florida/1/229516
360458.0,92.94,2.0,V. Pan de Azúcar,Sabaneta,2022-08-28,3.0,6.145893,-75.624363,2.0,507000000.0,Images/229527.jpeg,https://www.redinmobiliariamls.com/sabaneta/v-pan-de-azucar/1/229527
800000.0,300.0,4.0,Los Balsos Nº 1,Medellín,2022-08-28,3.0,6.256602,-75.575637,3.0,2500000000.0,Images/229552.jpeg,https://www.redinmobiliariamls.com/medellin/los-balsos-n-1/1/229552
173981.0,70.0,2.0,San Javier Nº 1,Medellín,2022-08-28,3.0,6.256602,-75.575637,1.0,220000000.0,Images/229554.jpeg,https://www.redinmobiliariamls.com/medellin/san-javier-n-1/1/229554
200000.0,130.0,2.0,Las Acacias,Medellín,2022-08-28,2.0,6.256602,-75.575637,1.0,520000000.0,Images/229555.jpeg,https://www.redinmobiliariamls.com/medellin/las-acacias/1/229555
270000.0,118.0,4.0,Los Colores,Medellín,2022-08-28,4.0,6.256602,-75.575637,2.0,560000000.0,Images/229557.jpeg,https://www.redinmobiliariamls.com/medellin/los-colores/1/229557
806100.0,329.4,2.0,Los Balsos Nº 2,Medellín,2022-08-28,3.0,6.186208,-75.561132,3.0,990000000.0,Images/229563.jpeg,https://www.redinmobiliariamls.com/medellin/los-balsos-n-2/1/229563
,44.03,1.0,Sucre,Medellín,2022-08-09,3.0,6.247825,-75.549544,0.0,105000000.0,Images/229580.jpeg,https://www.redinmobiliariamls.com/medellin/sucre/1/229580
1227818.0,260.0,3.0,El Castillo,Medellín,2022-08-28,4.0,6.191885,-75.56747,3.0,1250000000.0,Images/229587.jpeg,https://www.redinmobiliariamls.com/medellin/el-castillo/1/229587
434300.0,75.81,2.0,Alto de las Palmas ,Envigado,2022-08-28,1.0,6.152187,-75.532813,2.0,570000000.0,Images/229618.jpeg,https://www.redinmobiliariamls.com/envigado/alto-de-las-palmas-/1/229618
,30.0,2.0,Calatrava,Itagüí,2022-08-28,4.0,6.256602,-75.575637,0.0,220000000.0,Images/229628.jpeg,https://www.redinmobiliariamls.com/itagi/calatrava/1/229628
423000.0,112.2,2.0,Bosques de Zuñiga,Envigado,2022-08-28,3.0,6.185537,-75.582121,1.0,600000000.0,Images/229634.jpeg,https://www.redinmobiliariamls.com/envigado/bosques-de-zuniga/1/229634
,81.5,2.0,La Mina,Envigado,2022-08-28,4.0,6.256602,-75.575637,0.0,301000000.0,Images/229638.jpeg,https://www.redinmobiliariamls.com/envigado/la-mina/1/229638
324900.0,126.0,2.0,Villagrande,Envigado,2022-08-28,3.0,6.183191,-75.584525,1.0,430000000.0,Images/229665.jpeg,https://www.redinmobiliariamls.com/envigado/villagrande/1/229665
809000.0,347.88,3.0,Centro,Medellín,2022-08-28,4.0,6.252887,-75.564103,2.0,600000000.0,Images/229690.jpeg,https://www.redinmobiliariamls.com/medellin/centro/1/229690
530000.0,176.0,3.0,El Diamante Nº 2,Medellín,2022-08-28,3.0,6.256602,-75.575637,1.0,550000000.0,Images/229719.jpeg,https://www.redinmobiliariamls.com/medellin/el-diamante-n-2/1/229719
,64.0,1.0,Viviendas del Sur,Itagüí,2022-08-28,3.0,6.196048,-75.595548,1.0,315000000.0,Images/229721.jpeg,https://www.redinmobiliariamls.com/itagi/viviendas-del-sur/1/229721
179900.0,64.5,2.0,Centro,Itagüí,2022-08-28,3.0,6.17612,-75.607977,1.0,300000000.0,Images/229729.jpeg,https://www.redinmobiliariamls.com/itagi/centro/1/229729
,51.0,1.0,Calatrava,Itagüí,2022-08-28,3.0,6.180645,-75.610557,0.0,166000000.0,Images/229748.jpeg,https://www.redinmobiliariamls.com/itagi/calatrava/1/229748
204000.0,50.0,2.0,Niquia,Bello,2022-08-28,2.0,6.256602,-75.575637,1.0,165000000.0,Images/229765.jpeg,https://www.redinmobiliariamls.com/bello/niquia/1/229765
539000.0,128.99,3.0,La Pilarica,Medellín,2022-08-28,4.0,6.274851,-75.583438,2.0,510000000.0,Images/229845.jpeg,https://www.redinmobiliariamls.com/medellin/la-pilarica/1/229845
370000.0,134.0,3.0,Loma de Benedictinos,Envigado,2022-08-28,3.0,6.178154,-75.572959,2.0,820000000.0,Images/229861.jpeg,https://www.redinmobiliariamls.com/envigado/loma-de-benedictinos/1/229861
150000.0,66.0,2.0,Urbano (La Ceja),La Ceja,2022-08-28,3.0,6.027213,-75.421829,1.0,280000000.0,Images/229881.jpeg,https://www.redinmobiliariamls.com/la-ceja/urbano-la-ceja/1/229881
482000.0,103.0,2.0,Aves Marías,Sabaneta,2022-08-28,2.0,6.146096,-75.611728,2.0,498000000.0,Images/229883.jpeg,https://www.redinmobiliariamls.com/sabaneta/aves-marias/1/229883
332000.0,82.0,2.0,La Pilarica,Medellín,2022-08-28,3.0,6.256602,-75.575637,1.0,380000000.0,Images/229938.jpeg,https://www.redinmobiliariamls.com/medellin/la-pilarica/1/229938
820000.0,205.0,5.0,Santa Maria de los Angeles,Medellín,2022-08-28,3.0,6.1922,-75.576649,3.0,1639000000.0,Images/229939.jpeg,https://www.redinmobiliariamls.com/medellin/santa-maria-de-los-angeles/1/229939
750000.0,150.0,3.0,Las Lomas Nº 2,Medellín,2022-08-09,3.0,6.256602,-75.575637,2.0,860000000.0,Images/229940.jpeg,https://www.redinmobiliariamls.com/medellin/las-lomas-n-2/1/229940
330000.0,52.0,1.0,Alto del escobero (Envigado),Envigado,2022-08-28,1.0,6.256602,-75.575637,1.0,440000000.0,Images/229941.jpeg,https://www.redinmobiliariamls.com/envigado/alto-del-escobero-envigado/1/229941
256000.0,82.6,2.0,San José Obrero,Bello,2022-08-28,3.0,6.324981,-75.560917,1.0,371700000.0,Images/229952.jpeg,https://www.redinmobiliariamls.com/bello/san-jose-obrero/1/229952
181400.0,70.56,2.0,Niquia,Bello,2022-08-28,3.0,6.338336,-75.540952,1.0,280000000.0,Images/229956.jpeg,https://www.redinmobiliariamls.com/bello/niquia/1/229956
,68.98,2.0,Santa María,Itagüí,2022-08-28,3.0,6.19592,-75.595634,1.0,320000000.0,Images/229962.jpeg,https://www.redinmobiliariamls.com/itagi/santa-maria/1/229962
245000.0,56.0,1.0,Rural,San Jerónimo,2022-08-28,2.0,6.445288,-75.735277,1.0,230000000.0,Images/229963.jpeg,https://www.redinmobiliariamls.com/san-jeronimo/rural/1/229963
282000.0,76.0,2.0,La Paz,Envigado,2022-08-28,3.0,6.163276,-75.59552,1.0,370000000.0,Images/229968.jpeg,https://www.redinmobiliariamls.com/envigado/la-paz/1/229968
567000.0,164.69,3.0,La Aguacatala,Medellín,2022-08-09,4.0,6.256602,-75.575637,2.0,580000000.0,Images/229969.jpeg,https://www.redinmobiliariamls.com/medellin/la-aguacatala/1/229969
1200000.0,400.0,4.0,El Campestre,Medellín,2022-08-28,5.0,6.189618,-75.576352,3.0,1250000000.0,Images/229977.jpeg,https://www.redinmobiliariamls.com/medellin/el-campestre/1/229977
